Key	German	English
tut.lesson-15.8	"Da wir nun den ersten Punkt geklärt haben, sollten wir dafür sorgen, dass dein Crew-Mitglied Heimbräu verkauft. Klicke auf die markierte Schaltfläche <b>Nächsten Punkt hinzufügen</b>, damit wir entscheiden können, wohin wir die Ware bringen wollen."	"Now that we’ve got the first step, we should get them selling homemade beer. Click the highlighted <b>Add Next Step</b> button and then we’ll decide where to go with the merchandise."
tut.lesson-15.9	"Wechsle nun die Aktion zu <b>Ressourcen verkaufen</b> und wähle dann <b>Heimbräu</b> aus der Liste der Ressourcen aus.\nDie Liste der Zielorte wird sich ebenfalls ändern und alle dir bekannten Geschäfte umfassen, die Heimbräu kaufen. Du kannst nun entscheiden, ob du ihm die maximale Menge verkaufen willst, die er dir abnehmen kann (<b>Alles</b>), oder ihm nur einen Teil deiner Ware verkaufen (<b>Menge</b>). Verkaufen wir ihm erst mal so viel, wie er annimmt.\nWenn alles okay aussieht, klicke auf die mittlere Schaltfläche, um diesen Punkt zu <b><sprite name=""ui save add new""> speichern und dann einen neuen Punkt hinzuzufügen</b>."	"Change the action to <b>Sell resources</b> and then select <b>Homemade Beer</b> from the list of resources.\nThe list of destinations will also change, to include all businesses you know that buy homemade beer. Once again, you can pick whether to sell them the maximum that they'll buy right now (<b>All</b>) or you can choose a quantity to try and sell (<b>Quantity</b>). For now, we'll try to sell them as much as they'll take.\nOnce things look good, click on the middle <b><sprite name=""ui save add new""> save and add new step</b> button - it will save this step and then immediately create a duplicate one."
tut.lesson-15.10	"Jetzt schau dir das mal an ... Indem du auf „ speichern und hinzufügen“ klickst, bekommst du einen neuen Punkt mit denselben Einstellungen wie der letzte. Natürlich wollen wir demselben Geschäft nicht gleich noch mal was verkaufen, also ändern wir besser das Ziel.\nAuf der Karte wird dir jedes Geschäft angezeigt, das dein Heimbräu kaufen will. Du kannst ein neues Ziel für diesen Punkt also ganz einfach auswählen, indem du auf eines dieser Geschäfte klickst.\nNur zu, probier es gleich mal aus! Das ist ein tolles Mittel, um deinen Lieferungen sehr schnell eine Menge Punkte hinzuzufügen. Gleichzeitig kannst du sicherstellen, dass deine Fahrer einer vernünftigen Route folgen. <b>Wenn du fertig bist, klicke auf die Schaltfläche <sprite name=""ui save add new""> und füge einen neuen Punkt hinzu</b>. "	"Now look at that - by clicking on ""save and add"", you’ve got a new step that has the same setup as the previous one. Of course we don’t want to sell to the same business again, so let’s change the destination.\nOn the map, you’ll see that every business that wants to buy your homemade beer is being shown. You can select a new destination for this step by simply clicking on one of the businesses.\nGo ahead and give it a try! This is a great way to add a lot of steps to your deliveries very quickly and make sure that your drivers are following a sensible route. <b>Once you’re done, click the <sprite name=""ui save add new""> button to add a new step</b>. "
tut.lesson-15.11	"Dein Fahrer wird nach dem Verkauf des ganzen Biers eine Menge Bargeld zur Hand haben und du willst vermutlich nicht, dass er damit herumfährt. Fügen wir also einen weiteren Schritt hinzu, um das Geld zurück zu deinem Unterschlupf zu bringen.\nÄndere in dem neu geschaffenen Schritt die Aktion zu <b>Lagerzustellung</b>, dann ändere die Ressource zu <b>Geld</b>.\nSobald du damit fertig bist, klicke ganz links auf <b><sprite name=""ui save step"">speichern und zurück</b>, um den Schritt zu speichern und zur Routenübersicht zurückzukehren."	"Your driver is going to have a lot of cash on hand after selling all that beer, and you probably don't want them driving around with it. So let's add a step to drop the cash off back at your safehouse.\nIn the new step you just created, change the action to <b>Storage drop off</b>, then change the resource to <b>Cash</b>.\nOnce you're done with that, click on the leftmost <b><sprite name=""ui save step""> save and return button</b> to save the step and return to the route overview."
tut.lesson-15.12	"Na bitte – eine einfache Lieferroute! Sobald du nun auf <b><sprite name=""ui start job"">Start</b> klickst, wird in der nächsten Runde die Route gestartet und nach deinen Anweisungen Schritt für Schritt ausgeführt.\nSobald der letzte Punkt auf der Liste erreicht wird, beginnt die Route wieder von vorn, und zwar so lange, bis du sie anhältst. Bedenke nur, dass dein Fahrer dabei Bewegungspunkte und Aktionspunkte verbraucht, wähle also die richtige Person für diese Aufgabe und nutze die Erfahrungspunkte sinnvoll.\nKlicke nun auf <b><sprite name=""ui start job"">Start</b>, um loszulegen."	"There you have it - a simple delivery route! And now as soon as you hit the <b><sprite name=""ui start job""> start button</b>, they'll start the job on the next turn, and they will follow your instructions step by step.\nThen once your driver reaches the last step on the list, they will start over again, and they'll keep doing this until you tell them to stop. Just please remember that your driver will use up their movement points and action points as they go about doing their assigned tasks, so make sure to choose the right person for the job and use their experience upgrades wisely.\nNow click the <b><sprite name=""ui start job""> start button</b> to get going."
tut.lesson-15.13	"Noch ein paar weitere Tipps zu deinen Lieferrouten.\nDu kannst Routen umbenennen, indem du auf den Namen klickst. Das kann dir helfen, den Überblick zu bewahren.\nDu kannst die Reihenfolge der Lieferpunkte ändern, indem du auf die Nummer klickst und eine neue Position eingibst, oder indem du auf die Auf/Ab-Pfeile klickst.\nUnd schließlich kannst du <sprite name=""ui mute step""> umschalten, ob ein einzelner Punkt aktiviert oder deaktiviert ist, und einen Fahrer in der nächsten Runde zu einem bestimmten Punkt <sprite name=""ui start here""> zwingen."	"Let me share a few other tips about your delivery routes.\nYou can rename routes by clicking on the name. That might help to keep track of them.\nYou can change the order of delivery steps, by clicking on the step number and entering a new position, as well as clicking their up and down arrows.\nFinally, you can <sprite name=""ui mute step""> toggle if an individual step is enabled or not, and <sprite name=""ui start here""> force a driver to a specific step on the next turn."
tut.lesson-15.14	"Ich glaube, du weißt jetzt erst mal genug, um einen Lieferjob für ein Crew-Mitglied zu organisieren. Wir haben mit dem Verkauf von Heimbräu angefangen, aber dein Crew-Mitglied kann natürlich auch Ressourcen abholen, die du zur Herstellung von Heimbräu brauchst.\nWarum fügst du nicht noch ein paar Punkte hinzu, um Steintöpfe zu kaufen? Füge auf jeden Fall einen Punkt hinzu, an dem der Fahrer ein bisschen Geld abholen kann, sowie zwei oder drei Besuche bei Geschäften, von denen du weißt, dass sie Steintöpfe verkaufen. Der Fahrer soll dann alles im Unterschlupf abliefern."	"So, I think you’ve got the basics of organizing a delivery job for a crew member. We got them set up to sell homemade beer, but you can have them pick up the resources that you need to make it as well.\nSo why don’t you add a few more steps to buy stoneware crocks? Make sure to add a step to pick up a bit of cash, add two or three stops at businesses where you know that you can buy some crocks and then drop them off back at your safehouse."
tut.lesson-15.15	"Wenn das alles geregelt ist, wird deine Crew dafür sorgen, dass dein Heimbräu-Betrieb wie am Schnürchen läuft. Du kannst dich dann mit anderen Dingen beschäftigen, zum Beispiel die Stadt erkunden, neue Leute kennenlernen, an Missionen arbeiten, Kompetenzen lernen, dein Territorium vergrößern ... Tja, als Boss hat man dieser Tage eben immer was zu tun, stimmt‘s?"	"Once you’ve got that going, your crew will keep the homemade beer operation humming. This will free you up to do other things - exploring the city, meeting new people, working on missions, learning skills, expanding territory - well, there’s just so much for a boss to do these days, isn’t there?"


pedia.cat.gambling	Glücksspiel	Gambling
info.english-gin.name	Englischer Gin	English Gin
info.english-gin.desc	"<b>Regionales Produkt, das nicht in allen Städten verfügbar ist.</b>\n\nDieses reine, scharfe, mit Wacholderbeeren aromatisierte Importprodukt aus England war während der Londoner Gin-Krise so allgegenwärtig, dass es pro Pint billiger war als Bier. Heutzutage unterscheidet sich der Gin nicht allzu sehr von dem, was man lokal herstellen kann, aber allein die Geschichte macht ihn zu einer beliebten Importware, für die gehobene Dinnerclubs und Hotels eine hübsche Summe hinblättern.\n\nDie Engländer verfügen über eine ganze Reihe besonderer Sorten, die ihren Gin so berühmt machen, von London Dry bis Plymouth Style. Du musst ihn also mit Hilfe einiger Briten nach Übersee schmuggeln, wenn du ihn deinen treuen Kunden in der Stadt schmackhaft machen willst.\n\n<indent=10><b>Basispreis\n<sprite name=""ui sell""> $90 pro Kasten</b></indent>\n\n<indent=20><i>Das Leben ist eine Pille, die keiner von uns ohne etwas Goldglanz schlucken kann.</i></indent>\n<indent=40>– Samuel Johnson</indent>"	"<b>Regional product not available in all cities.</b>\n\nClean, sharp, and flavored with juniper berries, this import from England was once so ubiquitous during London's ""Gin Craze"" that it was cheaper per pint than beer. Nowadays its not too different from the stuff you could make locally, but the story alone makes this a hot import that high-end supper clubs and hotels will pay a pretty penny to acquire.\n\nThe English have any number of particularities about their Gin that makes it so famous, from London Dry to Plymouth style gins, so you'll have to smuggle these overseas with the help of some native Brits if you're interested in peddling it to your loyal customers in town.\n\n<indent=10><b>Base price\n<sprite name=""ui sell""> $90 per case</b></indent>\n\n<indent=20><i>Life is a pill which none of us can bear to swallow without gilding</i></indent>\n<indent=40>—Samuel Johnson</indent>"
info.scotch-whiskey.name	Scotch Whisky	Scotch Whiskey
info.scotch-whiskey.desc	"<b>Regionales Produkt, das nicht in allen Städten verfügbar ist.</b>\n\nIn Schottland destilliert und mindestens drei Jahre lang in Eichenfässern gereift. Echter Scotch ist ebenso vielfältig wie begehrt. Sicher, das kann man auch lokal produzieren, aber die Erfahrung von Generationen lässt das Zeug aus Schottland älter und kultivierter wirken – und macht es zu einem besseren Gesprächsthema unter den Reichen, die ihn sich leisten können.\n\nDen schottischen Brennern sind strenge Regularien nicht fremd. Daher verfügen sie über langjährige Erfahrung im Verstecken ihrer Betriebe, um den Steuerbehörden zu entgehen. Auf jeden Fall brauchst du die Hilfe eines Schotten, wenn du diesen geschichtsträchtigen Alkohol an die amerikanische Küste transportieren und an deine amerikanischen Kunden verkaufen willst.\n\n<indent=10><b>Basispreis\n<sprite name=""ui sell""> $110 pro Kasten</b></indent>\n\n<indent=20><i>Der ehrenwerte Winston S. Churchill fordert den Einsatz alkoholischer Getränke insbesondere zu den Mahlzeiten.</i></indent>\n<indent=40>– Otto C. Pickhardt in einem ärztlichen Vermerk, 1932</indent>"	"<b>Regional product not available in all cities.</b>\n\nDistilled and matured in Scotland in oak barrels for at least three years, proper scotch is as varied as it is coveted. Sure, it's like the stuff that can be made locally, but the generational experience means the stuff imported from Scotland is older, more refined, and a better conversation piece for the rich with the money to acquire it.\n\nNo stranger to being strictly regulated, Scotch distillers have generations of practice hiding their operations in order to evade the tax-man. In any case, you'll need to the help of a local Scot if you want to import this storied booze onto American shores to sell to your American patrons.\n\n<indent=10><b>Base price\n<sprite name=""ui sell""> $110 per case</b></indent>\n\n<indent=20><i>The Hon. Winston S. Churchill necessitates the use of alcoholic spirits especially at meal times</i></indent>\n<indent=40>—Otto C. Pickhardt in American Doctor's note, 1932</indent>"
info.irish-whiskey.name	Irish Whisky	Irish Whiskey
info.irish-whiskey.desc	"<b>Regionales Produkt, das nicht in allen Städten verfügbar ist.</b>\n\nDiese beliebte Spirituose ist vielen Menschen bereits aus der Zeit vor der Prohibition bekannt, und sie werden viel Geld zahlen, um diese Nostalgie zu befriedigen. Diese irischen Flaschen sind das Produkt der ältesten Whiskytradition der Welt und eine heiße Ware, wenn man an sie herankommt. Zum Glück gibt es viele irische Brennereien, die nur zu gern wieder Zugang zu ihrem größten Markt vor der Prohibition hätten.\n\nUm irischen Whisky zu erhalten, muss ein ortsansässiger Ire den Kontakt mit heimischen Brennereien herstellen. Doch sobald die Ware erst einmal hier ist, wirst du viele Abnehmer unter den örtlichen Unternehmen und gehobenen Hotels und Gaststätten finden.\n\n<indent=10><b>Basispreis:\n<sprite name=""ui sell""> $100 pro Kasten</b></indent>\n\n<indent=20><i>Uisge Beatha</i></indent>\n<indent=40>– Ursprünglicher irischer Name für Whisky, bedeutet „Wasser des Lebens“</indent>"	"<b>Regional product not available in all cities.</b>\n\nThe taste of this popular spirit is already well known and well enjoyed by many people pre-Prohibition, and they'll pay top dollar to fulfill that nostalgia. The product of the oldest whiskey tradition in world, these Irish bottles are a hot commodity if you can get them. Helpfully, there are plenty of Irish distillers that would love regaining access to their largest market pre-Prohibition.\n\nTo acquire some Irish whiskey, you'll need the help of a local Irish person to initiate the contact with their distillers back home, but once it's here you'll find lots of buyers amongst local businesses and high-end hotels and eateries.\n\n<indent=10><b>Base price\n<sprite name=""ui sell""> $100 per case</b></indent>\n\n<indent=20><i>uisce beatha</i></indent>\n<indent=40>Original Irish name of whiskey, meaning ""water of life""</indent>"
info.german-schnapps.name	Deutscher Schnaps	German Schnapps
info.german-schnapps.desc	"<b>Regionales Produkt, das nicht in allen Städten verfügbar ist.</b>\n\nReiner, fruchtiger und stark alkoholischer Likör, der in Deutschland aus fermentierten Früchten und Kräuteraromen produziert wird. Es ist leicht, den Schnaps mit Fruchtlikör und geringerem Alkoholgehalt herzustellen, doch nichts übertrifft den Geschmack des deutschen Originals, und die entsprechende Klientel wird für dieses Original gut zahlen.\n\nDer Geschmack des Schnapses hängt von den Früchten ab, die für die Destillation verwendet werden, doch in Europa ist es üblich, ihn direkt auf Eis oder an schönen Wintertagen auch als Aufwärmschnaps zu trinken. Auf welche Weise auch immer, du wirst die Hilfe eines ortsansässigen Deutschen brauchen, um dieses Getränk zu importieren und an durstige Hotels und Dinnerclubs zu verkaufen.\n\n<indent=10><b>Basispreis\n<sprite name=""ui sell""> $95 pro Kasten<b></indent>\n\n</indent=20><i>Was immer dich auch plagt, ein Gläschen Schnaps macht es sofort wieder gut.</i></indent>\n<indent=40>– Molly Picon</indent>"	"<b>Regional product not available in all cities.</b>\n\nClear, fruity, and heavily alcoholic, this liqueur is produced in Germany from fermented fruit and herbal infusions. It's easy to make copcycat schnapps with fruit syrup and lower alcohol content, but nothing beats the flavor of the original german and high-end clients will pay to taste the difference.\n\nSchnapps vary in flavor according to the fruit used in distillation, but the European fashion is to drink it straight over ice, or rarely as warm-up shots on a nice winter day. However they end up drinking it, you'll need the help of a local German to import this drink and sell it to thirsty hotels and supper clubs.\n\n<indent=10><b>Base price\n<sprite name=""ui sell""> $95 per case<b></indent>\n\n</indent=20><i>No matter what ailed you, a small glass of schnapps would take care of it at once.</i></indent>\n<indent=40>-Molly Picon</indent>"
info.caribbean-rum.name	Karibischer Rum	Caribbean Rum
info.caribbean-rum.desc	"<b>Regionales Produkt, das nicht in allen Städten verfügbar ist.</b>\n\nDer trockene, süße und dunkle Rum wird aus Melasse, einem Nebenprodukt der Zuckerproduktion, hergestellt und kann pur getrunken oder in eine Vielzahl von Getränken gemischt werden. Während der Prohibition hat die Knappheit den Preis in die Höhe getrieben und verspricht gutes Geld für alle, die eine Rumquelle entdecken.\n\nUm Rum an durstige Kunden zu verkaufen, musst du ihn erst einmal mit Hilfe ortsansässiger Verbündeter von den Inseln herunter- und aufs Festland schaffen, ohne entdeckt zu werden. Dann allerdings kannst du ihn zu einem guten Preis an örtliche Hotels und Restaurants verkaufen.\n\n<indent=10><b>Basispreis\n<sprite name=""ui sell""> $90 pro Kasten</b></indent>\n\n<indent=20><i>Ich weiß nicht, warum wir uns schämen sollten, zuzugeben, dass Melasse eine wesentliche Zutat für die amerikanische Unabhängigkeit war. Viele große Ereignisse sind aus viel kleineren Ursachen hervorgegangen.</i></indent>\n<indent=40>– John Adams</indent>"	"<b>Regional product not available in all cities.</b>\n\nMade from molasses byproduct of sugar production, dry, sweet, and dark, rum can be put into any number of mixed drinks or sipped straight. In prohibition times scarcity has driven the price up, promising a nice windfall to whoever can acquire a decent source of the stuff.\n\nIn order to sell rum to thirsty customers on land, you'll have to find a way to get it off the islands and onto American shores without detection with the help of a local ally from the Islands. If you can get it, though, you can sell it to local hotels and eateries for a nice price.\n\n<indent=10><b>Base price\n<sprite name=""ui sell""> $90 per case</b></indent>\n\n<indent=20><i>I know not why we should blush to confess that molasses was an essential ingredient in American independence. Many great events have proceeded from much smaller causes.</i></indent>\n<indent=40>-John Adams</indent>"
info.barrels.name	Fässer	Barrels
info.barrels.desc	"Große Holzfässer, die sich hervorragend für den Transport, die Lagerung oder das <i>Gären</i> interessanter Flüssigkeiten eignen.\n\nWerden beim Bau einiger Betriebe und bei der Herstellung von Alkohol verwendet.\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy""> $3 pro Stück</b></indent>\n\n<i><indent=30><i>Über tief sitzende Vorlieben lässt sich nicht streiten – man kann einen Mann nicht überreden, ein Glas Bier zu mögen.</i></indent>\n<indent=40>– Oliver Wendell Holmes</indent>"	"Big wooden barrels perfect for transporting, storing, or <i>fermenting</i> interesting liquids.\n\nUsed in the construction of some operations and in the production of alcohols.\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $3 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.paper.name	Papier	Paper
info.paper.desc	"Industrielle Papierbögen, aus denen leicht gefälschte Etiketten hergestellt werden können, um deine diversen Alkoholproduktionen aufzuwerten.\n\nWird zur Herstellung von Etiketten verwendet.\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy""> $10 pro Bündel</b></indent>\n\n<i><indent=30><i>Geht der Wein hinein, kommen seltsame Dinge heraus.</i></indent>\n<indent=40>– Johann Schiller</indent>"	"Industrial sheets of paper that can be easily transformed into counterfeit labels to class up your different booze productions.\n\nUsed in the production of labels.\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $10 per bundle</b></indent>\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.weapon-bat.name	Baseballschläger	Baseball Bat
info.weapon-bat.desc	"Ein dicker, hölzerner Schläger, der als Sportgerät verwendet wird und zufällig auch einen weiteren Nutzen hat – als Erinnerungshilfe für deine Feinde. Der Baseballschläger ist eine legale, aber zugegebenermaßen etwas plumpe Waffe für den kleinen Gangster.\n\nNiedriger Treffer: 10 -- Hoher Treffer: 30\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy""> $5 pro Stück</b></indent>"	"Thick wooden bat used for sport just so conveniently happens to have a secondary use reminding your enemies why you shouldn't be messed with. Legal to carry around but admittedly a little crude, the baseball bat is the convenient weapon of the low level gangster.\n\nLow Hit:10 -- High Hit: 30\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $5 each</b></indent>"
info.weapon-billy-club.name	Schlagstock	Billy Club
info.weapon-billy-club.desc	"Wie ein Baseballschläger, aber etwas ehrlicher in seinen Absichten. In den richtigen Händen eine härtere, gemeinere Waffe, aber etwas schwer zu erklären bei den Cops, die du nicht gekauft hast.\n\nNiedriger Treffer: 20 -- Hoher Treffer: 50\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy""> $20 pro Stück</b></indent>"	"Like a baseball bat, but a little bit more honest about its intentions. Swings harder and hits meaner in the right hands, but a little difficult to explain to the cops you haven't bought.\n\nLow Hit:20 -- High Hit: 50\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $20 each</b></indent>"
info.weapon-crowbar.name	Brechstange	Crowbar
info.weapon-crowbar.desc	"Nützlich für Bauarbeiten, Abbrucharbeiten und um ehrliche Leute um ihr hart verdientes Geld zu bringen. Man kann sie ganz legal mit sich herumtragen, aber bei Bedarf auch wunderbar Köpfe damit einschlagen.\n\nNiedriger Treffer: 20 -- Hoher Treffer: 40\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy""> $10 pro Bündel</b></indent>"	"Useful in a pinch for construction, demolition, and relieving honest folks of their hard earned goods. Plenty legal to carry around, but if needed doubles as a wonderful blunt object for knocking heads around.\n\nLow Hit:20 -- High Hit: 40\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $10 per bundle</b></indent>"
info.weapon-colt.name	Colt-Revolver	Colt Revolver
info.weapon-colt.desc	"So mächtig und laut wie möglich, ohne direkt auf eine sperrigere Alternative umzusteigen – dieser Revolver macht alle Schläger in deiner Organisation sofort zu einer Bedrohung. Nicht so leise und anfängertauglich wie die Nahkampfwaffen, aber dafür mit höheren Treffern.\n\nNiedriger Treffer: 40 -- Hoher Treffer: 60\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy"">Kann nicht gekauft/verkauft werden</b></indent>"	"As powerful and loud as you can get it without upgrading to a much more bulky alternative, this revolver is enough to turn any muscle in your organization into an instant threat. Not nearly as quiet or low-barrier to entry as the melee options, but with higher highs.\n\nLow Hit:40 -- High Hit: 60\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-winchester.name	Winchester	Winchester
info.weapon-winchester.desc	"Laut und tödlich. Nicht gerade eine subtile Waffe, aber ganz wunderbar, wenn die Cops ohnehin in die andere Richtung schauen. Nicht mit dem rauchenden Ende auf deine Freunde zielen.\n\nNiedriger Treffer: 50 -- Hoher Treffer: 100\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy"">Kann nicht gekauft/verkauft werden</b></indent>"	"Loud and fatal. Not necessarily a great weapon for subtlety, but wonderful for use when the cops have already decided to look away. Point the smoky end away from your friends.\n\nLow Hit:50 -- High Hit: 100\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-thompson.name	Thompson-Maschinenpistole	Thompson Machine Gun
info.weapon-thompson.desc	"Wenn du keine Zeit für Zielübungen hast. Perfekt für den Umgang mit mehreren Gegnern. Nicht besonders geeignet für abgestimmte, gezielte Schüsse. In fähigen Händen macht dich diese Waffe bald zum Schrecken der ganzen Stadt.\n\nNiedriger Treffer: 60 -- Hoher Treffer: 100\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy"">Kann nicht gekauft/verkauft werden</b></indent>"	"For when you can't be bothered with target practice. Excellent at facing off against multiple enemies. Not so excellent at fine-tuned, measured shots. Put in capable hands and you'll soon rise to the terror of the city.\n\nLow Hit:60 -- High Hit: 100\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-pistol.name	Taschenpistole	Pocket Pistol
info.weapon-pistol.desc	"Handlich und effizient. Sie hat nicht ganz so viel Durchschlagskraft wie andere Waffen, kann aber wunderbar an Orte geschmuggelt werden, an denen Waffen nicht gestattet sind.\n\nNiedriger Treffer: 40 -- Hoher Treffer: 90\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy"">Kann nicht gekauft/verkauft werden</b></indent>"	"Famously pocketable and effective. It doesn't pack quite the punch as other options, but its great for sneaking into places you shouldn't have a gun.\n\nLow Hit:40 -- High Hit: 90\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-switchblade.name	Springmesser	Switchblade
info.weapon-switchblade.desc	"Zieht nicht unbedingt viel Aufmerksamkeit auf sich, ist aber trotzdem tödlich. Das Springmesser ist ein echter Klassiker, den man nicht verachten sollte. In den richtigen Händen kann man damit gut den eigenen Standpunkt verdeutlichen.\n\nNiedriger Treffer: 5 -- Hoher Treffer: 35\n\n<indent=10><b>Basispreis\n<sprite name=""ui buy""> $80 pro Stück</b></indent>"	"Not likely to draw a lot of attention, but deadly all the same. The switchblade is a classic, not to be disrespected. In the right hands, this is plenty to get your point across..\n\nLow Hit:5 -- High Hit: 35\n\n<indent=10><b>Base price\n<sprite name=""ui buy"">$80 each</b></indent>"
info.homebooze-apple-jack.name	Hinterzimmer-Applejack-Brennerei	Backroom Applejack Operation
info.homebooze-apple-jack.desc	"<b>Regionaler Betrieb. Nur in einigen Städten möglich.</b>\n\n<indent=10>Produziert Applejack aus Äpfeln oder Apfelsaft, Eis und kleinen Flaschen.\n<sprite name=""res apples""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack"">\n<b><sprite name=""res apple-juice""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack""></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill applejacking""> <link=""homebooze-apple-jack"">Applejack-Produktion</link>, <sprite name=""res cash"">900, <sprite name=""res barrels""> 5</indent>\n\nNach Installation und Versorgung mit <link=""apples"">Äpfeln</link> oder <link=""apple-juice"">Apfelsaft</link> und <link=""small-bottles"">kleinen Flaschen</link> wird <link=""applejack"">Applejack</link> produziert, der an Geschäfte in der Stadt oder in deinen eigenen <link=""backroom-bootlegger"">Hinterzimmerschmuggeleien</link> oder Eckflüsterkneipen verkauft werden kann. Aus Applejack kann außerdem <link=""sparkling-cider"">Apfelschaumwein</link> hergestellt werden, sobald du eine <link=""production-sparkling-cider"">Apfelschaumwein-Kellerei</link> oder einen <link=""production-sparkling-cider-upgraded"">Apfelschaumwein-Fermenter</link> errichten kannst.\n\n<i><indent=30>An apple a day keeps the doctor away.</i>\n</indent><indent=40>– Ein Marketing-Slogan, der von Obstplantagenbesitzern übernommen wurde, die über die Auswirkungen der Abstinenzbewegung auf den Verkauf von Apfelwein besorgt waren</indent>"	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates applejack from apples or apple juice, ice, and small bottles.\n<sprite name=""res apples""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack"">\n<b><sprite name=""res apple-juice""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack""></b>\n\n<b>Requires:</b>\n<sprite name=""skill applejacking""> <link=""homebooze-apple-jack"">Apple Jacking</link>,  <sprite name=""res cash"">900, <sprite name=""res barrels""> 5</indent>\n\nWhen installed and supplied with <link=""apples"">apples</link> or <link=""apple-juice"">apple juice</link> and <link=""small-bottles"">small bottles</link>, produces <link=""applejack"">applejack</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Applejack can also be used to make <link=""sparkling-cider"">sparkling cider</link> once you learn how to construct a <link=""production-sparkling-cider"">Sparkling Cider Operation</link> or <link=""production-sparkling-cider-upgraded"">Sparkling Cider Fermenter</link>.\n\n<i><indent=30>An apple a day keeps the doctor away.</i>\n</indent><indent=40>—A marketing slogan adopted by orchard owners concerned by the temperance movement's impact on sales of hard cider</indent>"
info.production-fruit-brandy.name	Rakija-Brennblase	Rakija Still
info.production-fruit-brandy.desc	"<b>Regionaler Betrieb. Nur in einigen Städten möglich.</b>\n\n<indent=10>Produziert Rakija aus Pflaumen, kleinen Flaschen und Zucker.\n<b><sprite name=""res plums""> + <sprite name=""res small-bottles""> + <sprite name=""res sugar""> <sprite name=""ui arr sm right""> <sprite name=""res rakija""></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill fruit brandy""><link=""fruit-brandy-skill"">Pflaumenbrand</link>, <sprite name=""res cash""> 1600, <sprite name=""steel barrels""> 10, <sprite name=""res pipes""> 5</indent>\n\nNach Installation und Versorgung mit <link=""plums"">Pflaumen</link>, <link=""small-bottles"">kleinen Flaschen</link> und <link=""sugar"">Zucker</link> wird <link=""rakija"">Rakija</link> produziert, der an Geschäfte in der Stadt oder in deinen eigenen <link=""backroom-bootlegger"">Hinterzimmerschmuggeleien</link> oder Eckflüsterkneipen verkauft werden kann."	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates rakija from plums, small bottles, and sugar.\n<b><sprite name=""res plums""> + <sprite name=""res small-bottles""> + <sprite name=""res sugar""> <sprite name=""ui arr sm right""> <sprite name=""res rakija""></b>\n\n<b>Requires:</b>\n<sprite name=""skill fruit brandy""><link=""fruit-brandy-skill"">Plum Brandy</link>, <sprite name=""res cash""> 1600, <sprite name=""steel barrels""> 10, <sprite name=""res pipes""> 5</indent>\n\nWhen installed and supplied with <link=""plums"">plums</link>, <link=""small-bottles"">small bottles</link> and <link=""sugar"">sugar</link>, this operation produces <link=""rakija"">rakija</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies."
info.production-corn-whiskey.name	Maiswhisky-Brennblase	Corn Whiskey Still
