Key	Russian	English
info.caribbean-rum.name	Карибский ром	Caribbean Rum
info.caribbean-rum.desc	"<b>Региональный напиток, доступный не во всех городах.</b>\n\nСырьё для производства рома — меласса и отходы сахарного производства. Этот крепкий, сладкий напиток тёмного цвета можно добавлять в самые разные коктейли или пить неразбавленным. Во времена сухого закона цены на него подскочили, а значит, можно рассчитывать на неплохую прибыль.\n\nЧтобы напоить ромом жаждущих клиентов, вам нужно организовать его нелегальные поставки с Антильских островов, а для этого придётся завести знакомства среди иммигрантов из этого региона. Ввезённый ром у вас охотно купят местные отели и рестораны.\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui sell""> 90 $ за ящик</b></indent>\n\n<indent=20><i>«Нет ничего постыдного в признании того факта, что основным ингредиентом американской независимости была сахарная патока. Многие великие исторические события были вызваны куда менее значительными причинами».</i></indent>\n<indent=40>(Джон Адамс)</indent>"	"<b>Regional product not available in all cities.</b>\n\nMade from molasses byproduct of sugar production, dry, sweet, and dark, rum can be put into any number of mixed drinks or sipped straight. In prohibition times scarcity has driven the price up, promising a nice windfall to whoever can acquire a decent source of the stuff.\n\nIn order to sell rum to thirsty customers on land, you'll have to find a way to get it off the islands and onto American shores without detection with the help of a local ally from the Islands. If you can get it, though, you can sell it to local hotels and eateries for a nice price.\n\n<indent=10><b>Base price\n<sprite name=""ui sell""> $90 per case</b></indent>\n\n<indent=20><i>I know not why we should blush to confess that molasses was an essential ingredient in American independence. Many great events have proceeded from much smaller causes.</i></indent>\n<indent=40>-John Adams</indent>"
info.barrels.name	Бочки	Barrels
info.barrels.desc	"Большие деревянные ёмкости, предназначенные для перевозки, хранения и <i>брожения</i> всяких жидкостей.\n\nИспользуются в строительстве цехов по производству спиртного.\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> 3 $ за шт.</b></indent>\n\n<i><indent=30><i>«Укоренившиеся предпочтения не являются предметом для дискуссии — ведь невозможно уговорить человека, чтобы он полюбил бокал пива».</i></indent>\n<indent=40>(Оливер Уэнделл Холмс, американский врач)</indent>"	"Big wooden barrels perfect for transporting, storing, or <i>fermenting</i> interesting liquids.\n\nUsed in the construction of some operations and in the production of alcohols.\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $3 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.paper.name	Бумага	Paper
info.paper.desc	"Эти листы бумаги легко превращаются в поддельные этикетки, позволяющие придать самодельной выпивке пристойный вид.\n\nИспользуются для изготовления этикеток\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> 10 $ за пачку</b></indent>\n\n<i><indent=30><i>«В нём говорит вино… Я вас прошу, не слушайте!»</i></indent>\n<indent=40>(Фридрих Шиллер)</indent>"	"Industrial sheets of paper that can be easily transformed into counterfeit labels to class up your different booze productions.\n\nUsed in the production of labels.\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $10 per bundle</b></indent>\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.weapon-bat.name	Бейсбольная бита	Baseball Bat
info.weapon-bat.desc	"Деревянный спортивный снаряд. Прекрасно подходит для бесед с конкурентами и вражескими группировками. Ношение не запрещено законом. Бейсбольная бита — примитивное оружие для начинающих гангстеров.\n\nУрон: 10–30\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> 5 $ за шт.</b></indent>"	"Thick wooden bat used for sport just so conveniently happens to have a secondary use reminding your enemies why you shouldn't be messed with. Legal to carry around but admittedly a little crude, the baseball bat is the convenient weapon of the low level gangster.\n\nLow Hit:10 -- High Hit: 30\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $5 each</b></indent>"
info.weapon-billy-club.name	Дубинка	Billy Club
info.weapon-billy-club.desc	"Похожа на бейсбольную биту, но не прикидывается спортивным снарядом. В умелых руках может стать довольно грозным оружием, но при встрече с честным полицейским будет сложно объяснить, зачем она вам.\n\nУрон: 20–50\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> 20 $ за шт.</b></indent>"	"Like a baseball bat, but a little bit more honest about its intentions. Swings harder and hits meaner in the right hands, but a little difficult to explain to the cops you haven't bought.\n\nLow Hit:20 -- High Hit: 50\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $20 each</b></indent>"
info.weapon-crowbar.name	Монтировка	Crowbar
info.weapon-crowbar.desc	"Широко применяется в строительстве, демонтаже и при избавлении граждан от нажитого честным трудом добра. Ношение не запрещено законом. В случае необходимости можно проломить пару черепов.\n\nУрон: 20–40\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> 10 $ за пачку</b></indent>"	"Useful in a pinch for construction, demolition, and relieving honest folks of their hard earned goods. Plenty legal to carry around, but if needed doubles as a wonderful blunt object for knocking heads around.\n\nLow Hit:20 -- High Hit: 40\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> $10 per bundle</b></indent>"
info.weapon-colt.name	Револьвер Кольта	Colt Revolver
info.weapon-colt.desc	"Мощный и громкий револьвер. Достаточно компактный по сравнению с другими видами оружия. Позволяет вывести боевую мощь вашей организации на качественно новый уровень. Громче и сложнее, чем холодное оружие, зато убойная сила выше.\n\nУрон: 40–60\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> не продаётся и не покупается</b></indent>"	"As powerful and loud as you can get it without upgrading to a much more bulky alternative, this revolver is enough to turn any muscle in your organization into an instant threat. Not nearly as quiet or low-barrier to entry as the melee options, but with higher highs.\n\nLow Hit:40 -- High Hit: 60\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-winchester.name	Винтовка Винчестера	Winchester
info.weapon-winchester.desc	"Громкое и смертоносное оружие. Да, оно привлекает внимание, но если вам удалось договориться с полицией, смело его используйте. Не наводите на друзей тот конец, из которого идёт дым.\n\nУрон: 50–100\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> не продаётся и не покупается</b></indent>"	"Loud and fatal. Not necessarily a great weapon for subtlety, but wonderful for use when the cops have already decided to look away. Point the smoky end away from your friends.\n\nLow Hit:50 -- High Hit: 100\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-thompson.name	Пистолет-пулемёт Томпсона	Thompson Machine Gun
info.weapon-thompson.desc	"Для тех случаев, когда меткость — не главное. Идеальное решение для разборок с толпой врагов. Не предназначено для прицельной стрельбы одиночными выстрелами. В умелых руках может стать кошмаром целого города.\n\nУрон: 60–100\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> не продаётся и не покупается</b></indent>"	"For when you can't be bothered with target practice. Excellent at facing off against multiple enemies. Not so excellent at fine-tuned, measured shots. Put in capable hands and you'll soon rise to the terror of the city.\n\nLow Hit:60 -- High Hit: 100\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-pistol.name	Карманный пистолет	Pocket Pistol
info.weapon-pistol.desc	"Компактный и эффективный. Не так мощен, как другие виды оружия, зато годится для скрытого ношения.\n\nУрон: 40–90\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy""> не продаётся и не покупается</b></indent>"	"Famously pocketable and effective. It doesn't pack quite the punch as other options, but its great for sneaking into places you shouldn't have a gun.\n\nLow Hit:40 -- High Hit: 90\n\n<indent=10><b>Base price\n<sprite name=""ui buy""> Can't be bought/sold</b></indent>"
info.weapon-switchblade.name	Выкидной нож	Switchblade
info.weapon-switchblade.desc	"Неброское, но всё равно смертельно опасное оружие. Проверенная временем классика. В умелых руках может стать сильным аргументом в любом споре.\n\nУрон: 5–35\n\n<indent=10><b>Базовая цена:\n<sprite name=""ui buy"">80 $ за шт.</b></indent>"	"Not likely to draw a lot of attention, but deadly all the same. The switchblade is a classic, not to be disrespected. In the right hands, this is plenty to get your point across..\n\nLow Hit:5 -- High Hit: 35\n\n<indent=10><b>Base price\n<sprite name=""ui buy"">$80 each</b></indent>"
info.homebooze-apple-jack.name	Подпольное производство яблочного бренди	Backroom Applejack Operation
info.homebooze-apple-jack.desc	"<b>Региональный бизнес. Доступен только в некоторых городах.</b>\n\n<indent=10>Создаёт яблочный бренди из яблок или яблочного сока, льда и маленьких бутылок.\n<sprite name=""res apples""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack"">\n<b><sprite name=""res apple-juice""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill applejacking""> <link=""homebooze-apple-jack"">Производство яблочного бренди</link>, <sprite name=""res cash"">900, <sprite name=""res barrels""> 5</indent>\n\nПосле установки оборудования и доставки <link=""apples"">яблок</link> или <link=""apple-juice"">яблочного сока</link> и <link=""small-bottles"">маленьких бутылок</link> производит <link=""applejack"">яблочный бренди</link> для продажи предпринимателям по всему городу, а также через своих <link=""backroom-bootlegger"">подпольных торговцев</link> или в нелегальных барах. Из яблочного бренди можно изготовить <link=""sparkling-cider"">шипучий сидр</link> — для этого необходимо научиться строить <link=""production-sparkling-cider"">производство шипучего сидра</link> или <link=""production-sparkling-cider-upgraded"">бродильный аппарат для шипучего сидра</link>.\n\n<i><indent=30>«Кто по яблоку в день съедает, тот у доктора не бывает».</i>\n</indent><indent=40>(Рекламный девиз садоводов, обеспокоенных борьбой за трезвость и снижением продаж яблочного сидра)</indent>"	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates applejack from apples or apple juice, ice, and small bottles.\n<sprite name=""res apples""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack"">\n<b><sprite name=""res apple-juice""> + <sprite name=""res ice""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res apple-jack""></b>\n\n<b>Requires:</b>\n<sprite name=""skill applejacking""> <link=""homebooze-apple-jack"">Apple Jacking</link>,  <sprite name=""res cash"">900, <sprite name=""res barrels""> 5</indent>\n\nWhen installed and supplied with <link=""apples"">apples</link> or <link=""apple-juice"">apple juice</link> and <link=""small-bottles"">small bottles</link>, produces <link=""applejack"">applejack</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies. Applejack can also be used to make <link=""sparkling-cider"">sparkling cider</link> once you learn how to construct a <link=""production-sparkling-cider"">Sparkling Cider Operation</link> or <link=""production-sparkling-cider-upgraded"">Sparkling Cider Fermenter</link>.\n\n<i><indent=30>An apple a day keeps the doctor away.</i>\n</indent><indent=40>—A marketing slogan adopted by orchard owners concerned by the temperance movement's impact on sales of hard cider</indent>"
info.production-fruit-brandy.name	Дистиллятор для ракии	Rakija Still
info.production-fruit-brandy.desc	"<b>Региональный бизнес. Доступен только в некоторых городах.</b>\n\n<indent=10>Создаёт ракию из слив, сахара и маленьких бутылок.\n<b><sprite name=""res plums""> + <sprite name=""res small-bottles""> + <sprite name=""res sugar""> <sprite name=""ui arr sm right""> <sprite name=""res rakija""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill fruit brandy""><link=""fruit-brandy-skill"">Сливовый бренди</link>, <sprite name=""res cash""> 1600, <sprite name=""steel barrels""> 10, <sprite name=""res pipes""> 5</indent>\n\nПосле установки оборудования и доставки <link=""plums"">слив</link>, <link=""small-bottles"">сахара</link> и <link=""sugar"">маленьких бутылок</link> это производство начинает выпускать <link=""rakija"">ракию</link> для продажи предпринимателям по всему городу, а также через своих <link=""backroom-bootlegger"">подпольных торговцев</link> или в нелегальных барах."	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates rakija from plums, small bottles, and sugar.\n<b><sprite name=""res plums""> + <sprite name=""res small-bottles""> + <sprite name=""res sugar""> <sprite name=""ui arr sm right""> <sprite name=""res rakija""></b>\n\n<b>Requires:</b>\n<sprite name=""skill fruit brandy""><link=""fruit-brandy-skill"">Plum Brandy</link>, <sprite name=""res cash""> 1600, <sprite name=""steel barrels""> 10, <sprite name=""res pipes""> 5</indent>\n\nWhen installed and supplied with <link=""plums"">plums</link>, <link=""small-bottles"">small bottles</link> and <link=""sugar"">sugar</link>, this operation produces <link=""rakija"">rakija</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies."
info.production-corn-whiskey.name	Дистиллятор для кукурузного виски	Corn Whiskey Still
info.production-corn-whiskey.desc	"<b>Региональный бизнес. Доступен только в некоторых городах.</b>\n\n<indent=10>Создаёт кукурузный виски из кукурузы и бутылок.\n<b><sprite name=""res corn""> + <sprite name=""res bottles""> + <sprite name=""ui arr sm right""> <sprite name=""res corn whiskey""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill corn distillation""><link=""corn-whiskey-skill"">Производство кукурузного виски</link>, <sprite name=""res cash""> 1800, <sprite name=""res steel-barrels""> 5, <sprite name=""res pipes""> 8</indent>\n\nПосле установки оборудования и доставки <link=""corn"">кукурузы</link> и <link=""bottles"">бутылок</link> это производство начинает выпускать <link=""corn-whiskey"">кукурузный виски</link> для продажи предпринимателям по всему городу, а также через своих <link=""backroom-bootlegger"">подпольных торговцев</link> или в нелегальных барах."	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates corn whiskey from corn and bottles.\n<b><sprite name=""res corn""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res corn whiskey""></b>\n\n<b>Requires:</b>\n<sprite name=""skill corn distillation""><link=""corn-whiskey-skill"">Corn Whiskey Manufacture</link>, <sprite name=""res cash""> 1800, <sprite name=""res steel-barrels""> 5, <sprite name=""res pipes""> 8</indent>\n\nWhen installed and supplied with <link=""corn"">corn</link> and <link=""bottles"">bottles</link>, this operation produces <link=""corn-whiskey"">corn whiskey</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies."
info.conversion-ice-house.name	Фабрика льда	Ice House
info.conversion-ice-house.desc	"<indent=10>Замораживает воду в холодильниках, расходует бензин.\n<b><sprite name=""res gasoline""> <sprite name=""ui arr sm right""> <sprite name=""res ice""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill ice making""> <link=""ice-making"">Производство льда</link>, <sprite name=""res cash""> 800, <sprite name=""res pipes""> 8, <sprite name=""res lumber""> 8, <sprite name=""bricks""> 6</indent>\n\nПосле установки оборудования и доставки <link=""gasoline"">бензина</link> это производство начинает выпускать <link=""ice"">лёд</link> для изготовления <link=""apple-jack"">яблочного бренди</link> и <link=""champagne"">шампанского</link>. Такое производство является более надёжным и дешёвым источником льда, чем рынок.\n\n<i><indent=30><i>«Цивилизация начинается с дистилляции».</i></indent>\n<indent=40>(Уильям Фолкнер)</indent> "	"<indent=10>Uses gasoline to power freezers that turn water into ice.\n<b><sprite name=""res gasoline""> <sprite name=""ui arr sm right""> <sprite name=""res ice""></b>\n\n<b>Requires:</b>\n<sprite name=""skill ice making""> <link=""ice-making"">Ice Making</link>, <sprite name=""res cash""> 800, <sprite name=""res pipes""> 8, <sprite name=""res lumber""> 8, <sprite name=""bricks""> 6</indent>\n\nWhen installed and supplied with <link=""gasoline"">gasoline</link>, this operation produces <link=""ice"">ice</link> that can be used to make <link=""apple-jack"">applejack</link> and <link=""champagne"">champagne</link>. Making your own ice can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent> "
info.conversion-labels.name	Станок для печати поддельных этикеток	Counterfeit Label Printer
info.conversion-labels.desc	"<indent=10>Превращает бумагу в поддельные этикетки.\n<b><sprite name=""res paper""> <sprite name=""ui arr sm right""> <sprite name=""res labels></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill labels""> <link=""label-counterfeiting"">Подделка этикеток</link>, <sprite name=""res sheet metal""> 5, <sprite name=""res lumber""> 10, <sprite name=""res bricks""> 10</indent>\n\nПосле установки оборудования и доставки <link=""paper"">бумаги</link> это производство начинает выпускать <link=""labels>этикетки</link>, необходимые для изготовления различных напитков в бутылках. Такое производство является более надёжным и дешёвым источником этикеток, чем рынок.\n\n<i><indent=30><i>«В нём говорит вино… Я вас прошу, не слушайте!»</i></indent>\n<indent=40>(Фридрих Шиллер)</indent>"	"<indent=10>Turns paper into counterfeit labels.\n<b><sprite name=""res paper""> <sprite name=""ui arr sm right""> <sprite name=""res labels></b>\n\n<b>Requires:</b>\n<sprite name=""skill labels""> <link=""label-counterfeiting"">Label Counterfeiting</link>, <sprite name=""res sheet metal""> 5, <sprite name=""res lumber""> 10, <sprite name=""res bricks""> 10</indent>\n\nWhen installed and supplied with <link=""paper"">paper</link>, this operation produces <link=""labels>labels</link> that are necessary to make various different types of bottled alcohols. Making your own labels can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.small-speakeasy.name	Маленький подпольный бар	Small Speakeasy
info.small-speakeasy.desc	"<indent=10>Позволяет торговать всеми видами очищенных напитков.\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey""></b>\nи один вид алкоголя в бутылках\n<sprite name=""res whisky""> <sprite name=""res brandy""> <sprite name=""res vodka""> <sprite name=""res rum"">\n\n<b>Необходимо:</b>\n<sprite name=""ui skills""> Маленькие подпольные бары, <sprite name=""res cash""> 7500, <sprite name=""res lumber""> 40, <sprite name=""res furniture""> 40</indent>\n\nПрочная деревянная стойка, качественная выпивка, несколько столов со стульями — вот и всё, что нужно посетителям маленького подпольного бара. Здесь подают все виды очищенных напитков и один вид выпивки в бутылках.\n\n<i><indent=30>«Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied».</i>\n</indent><indent=40>(Бесси Смит, песня Chicago Bound Blues)</indent>"	"<indent=10>Can sell all varieties of refined booze.\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey""></b>\nand one type of bottled booze\n<sprite name=""res whiskey""> <sprite name=""res brandy""> <sprite name=""res vodka""> <sprite name=""res rum"">\n\n<b>Requires:</b>\n<sprite name=""ui skills""> Small Speakeasies,  <sprite name=""res cash"">7,500,  <sprite name=""res lumber""> 40,  <sprite name=""res furniture""> 40</indent>\n\nA robust bar, quality booze, and some scattered tables and chairs is enough to keep people flowing through this small speakeasy. This operation can sell every type of refined booze and one kind of bottled booze.\n\n<i><indent=30>Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith from ""Chicago Bound Blues""</indent>"
info.garage-module.name	Гаражи	Garages
info.garage-module.desc	"<indent=10>Гараж увеличивает количество автомобилей, которыми ваша группировка может одновременно владеть, и обеспечивает мелкий ремонт.\n\n<b>Необходимо:</b>\n<sprite name=""skill garages""> <link=""small-garages"">Строительство гаража</link>, <sprite name=""res cash""> 250, <sprite name=""res bricks""> 5, <sprite name=""res sheet metal""> 2</indent>\n\nПосле постройки данный объект увеличивает количество стояночных мест для машин группировки и обеспечивает мелкий ремонт.\n\n<i><indent=30>«I'm an idealist. I don't know where I'm going, but I'm on my way».</i></indent>\n<indent=40>(Карл Сэндберг)</indent>"	"<indent=10>Increases the amount of cars your outfit can sustain at one time, as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name=""skill garages""> <link=""small-garages"">Garage Construction</link>, <sprite name=""res cash""> 250, <sprite name=""res bricks""> 5, <sprite name=""res sheet metal""> 2</indent>\n\nWhen installed, this operation provides additional parking spaces for your outfit's cars and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.truck-garage-module.name	Ремонтная площадка для грузовиков	Truck Repair Bay
info.truck-garage-module.desc	"<indent=10>Гараж увеличивает количество грузовиков, которыми ваша группировка может одновременно владеть, и обеспечивает мелкий ремонт.\n\n<b>Необходимо:</b>\n<sprite name=""skill truck-bays""> <link=""truck-garage"">Ремонтные площадки для грузовиков</link>, <sprite name=""res cash""> 750, <sprite name=""res bricks""> 6, <sprite name=""res sheet metal""> 4</indent>\n\nПосле постройки данный объект увеличивает количество стояночных мест для грузовиков группировки и обеспечивает мелкий ремонт.\n\n<i><indent=30>«I'm an idealist. I don't know where I'm going, but I'm on my way».</i></indent>\n<indent=40>(Карл Сэндберг)</indent>"	"<indent=10>Increases the amount of trucks your outfit can sustain at one time, as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name=""skill truck-bays""> <link=""truck-garage"">Truck Repair Bays</link>, <sprite name=""res cash""> 750, <sprite name=""res bricks""> 6, <sprite name=""res sheet metal""> 4</indent>\n\nWhen installed, this operation provides additional parking spaces for your outfit's trucks and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.production-champagne.name	Производство шампанского	Champagne Manufacture
info.production-champagne.desc	"<indent=10>Создаёт шампанское из этикеток, льда, сахара и контрафактного вина.\n<b><sprite name=""res labels""> + <sprite name=""res ice""> + <sprite name=""res sugar""> + <sprite name=""res fake-wine""> <sprite name=""ui arr sm right""> <sprite name=""res champagne""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill champagne""><link=""champagne-making"">Технология производства шампанского</link>, <sprite name=""res cash""> 5000, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nПосле установки оборудования и доставки <link=""labels"">поддельных этикеток</link>, <link=""ice"">льда</link>, <link=""sugar"">сахара</link> и <link=""fake-wine"">контрафактного вина</link> это производство начинает выпускать <link=""champagne"">шампанское</link> для продажи предпринимателям по всему городу и через собственные заведения."	"<indent=10>Creates champagne from labels, ice, sugar, and counterfeit wine.\n<b><sprite name=""res labels""> + <sprite name=""res ice""> + <sprite name=""res sugar""> + <sprite name=""res fake- wine""> <sprite name=""ui arr sm right""> <sprite name=""res champagne""></b>\n\n<b>Requires:</b>\n<sprite name=""skill champagne""><link=""champagne-making"">Champagne Methods</link>, <sprite name=""res cash""> 5000, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""ice"">ice</link>, <link=""sugar"">sugar</link>, <link=""fake-wine"">counterfeit wine</link>, this operation produces <link=""champagne"">champagne</link> that can be sold to businesses across the city or in your own operations."
info.production-dark-rum.name	Производство рома с пряностями	Spiced Rum Manufacture
info.production-dark-rum.desc	"<indent=10>Создаёт чёрный ром из этикеток, дубовых бочек, маленьких бутылок, специй и рома в бочках.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res spices""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res dark rum""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill dark-rum""><link=""dark-rum-making"">Производство рома с пряностями</link>, <sprite name=""res cash""> 5000, <sprite name=""res half-barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res bricks""> 20</indent>\n\nПосле установки оборудования и доставки <link=""labels"">поддельных этикеток</link>, <link=""oak-barrels"">дубовых бочек</link>, <link=""spices"">специй</link> и <link=""fake-wine"">рома в бочках</link> это производство начинает выпускать <link=""dark-rum"">ром с пряностями</link> для продажи предпринимателям по всему городу и через собственные заведения."	"<indent=10>Creates spiced rum from labels, oak barrels, spices, small bottles, and rum barrels.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res spices""> + <sprite name=""small bottles""> <sprite name=""ui arr sm right""> <sprite name=""res dark rum""></b>\n\n<b>Requires:</b>\n<sprite name=""skill dark-rum""><link=""dark-rum-making"">Spiced Rum Manufacture</link>, <sprite name=""res cash""> 5000, <sprite name=""res half-barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res bricks""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""oak-barrels"">oak barrels</link>, <link=""spices"">spices</link>, and <link=""small-bottles"">small bottles</link>, this operation produces <link=""dark-rum"">spiced rum</link> that can be sold to businesses across the city or in your own operations."
info.production-beer-kegs.name	Большая пивоварня	Large Brewery
info.production-beer-kegs.desc	"<indent=10>Создаёт пиво в бочках из стальных бочек, льда и домашнего пива.\n<b><sprite name=""res steel-barrels""> + <sprite name=""res ice""> + <sprite name=""res fake-beer""> <sprite name=""ui arr sm right""> <sprite name=""res beer-keg""></b>\n\n<b>Необходимо:</b>\n<sprite name=""skill beer-kegs""><link=""beer-kegs-skill"">Каждому пиву — бочка</link>, <sprite name=""res cash""> 4000, <sprite name=""res steel-barrels""> 20, <sprite name=""res ice""> 30, <sprite name=""res fake-beer""> 20</indent>\n\nПосле установки оборудования и доставки <link=""steel-barrels"">стальных бочек</link>, <link=""ice"">льда</link> и <link=""fake-beer"">домашнего пива</link> это производство начинает выпускать <link=""beer-keg"">пиво в бочках</link> для продажи предпринимателям по всему городу и через собственные заведения."	"<indent=10>Creates beer kegs from steel barrels, ice, and backroom beer.\n<b><sprite name=""res steel-barrels""> + <sprite name=""res ice""> + <sprite name=""res fake-beer""> <sprite name=""ui arr sm right""> <sprite name=""res beer-keg""></b>\n\n<b>Requires:</b>\n<sprite name=""skill beer-kegs""><link=""beer-kegs-skill"">Beer by the Keg</link>, <sprite name=""res cash""> 4000, <sprite name=""res steel-barrels""> 20, <sprite name=""res ice""> 30, <sprite name=""res fake-beer""> 20</indent>\n\nWhen installed and supplied with <link=""steel-barrels"">steel barrels</link>, <link=""ice"">ice</link>, <link=""fake-beer"">backroom beer</link>, this operation produces <link=""beer-keg"">beer kegs</link> that can be sold to businesses across the city or in your own operations."
info.production-aged-whiskey.name	Производство выдержанного виски	Aged Whiskey Manufacture
