Key	French	English
info.production-fruit-brandy.name	Alambic à rakija	Rakija Still
info.production-fruit-brandy.desc	"<b>Opération régionale uniquement disponible dans certaines villes.</b>\n\n<indent=10>Fabrique de la rakija à partir de prunes et de sucre et à l’aide de petites bouteilles.\n<b><sprite name=""res plums""> + <sprite name=""res small-bottles""> + <sprite name=""res sugar""> <sprite name=""ui arr sm right""> <sprite name=""res rakija""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill fruit brandy""><link=""fruit-brandy-skill"">brandy de prune</link>, 1 600 <sprite name=""res cash"">, <sprite name=""steel barrels""> 10, <sprite name=""res pipes""> 5</indent>\n\nUne fois installée et approvisionnée en <link=""plums"">prunes</link>, <link=""small-bottles"">petites bouteilles</link> et <link=""sugar"">sucre</link>, cette opération produira de la <link=""rakija"">rakija</link> qui pourra être vendue aux commerces de la ville ou dans vos propres <link=""backroom-bootlegger"">bootleggers d’arrière-boutique</link> ou speakeasies de quartier."	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates rakija from plums, small bottles, and sugar.\n<b><sprite name=""res plums""> + <sprite name=""res small-bottles""> + <sprite name=""res sugar""> <sprite name=""ui arr sm right""> <sprite name=""res rakija""></b>\n\n<b>Requires:</b>\n<sprite name=""skill fruit brandy""><link=""fruit-brandy-skill"">Plum Brandy</link>, <sprite name=""res cash""> 1600, <sprite name=""steel barrels""> 10, <sprite name=""res pipes""> 5</indent>\n\nWhen installed and supplied with <link=""plums"">plums</link>, <link=""small-bottles"">small bottles</link> and <link=""sugar"">sugar</link>, this operation produces <link=""rakija"">rakija</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies."
info.production-corn-whiskey.name	Alambic à whiskey de maïs	Corn Whiskey Still
info.production-corn-whiskey.desc	"<b>Opération régionale uniquement disponible dans certaines villes.</b>\n\n<indent=10>Fabrique du whiskey de maïs à partir de maïs et à l’aide de bouteilles.\n<b><sprite name=""res corn""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res corn whiskey""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill corn distillation""><link=""corn-whiskey-skill"">production de whiskey de maïs</link>, 1 800 <sprite name=""res cash"">, <sprite name=""res steel-barrels""> 5, <sprite name=""res pipes""> 8</indent>\n\nUne fois installée et approvisionnée en <link=""corn"">maïs</link> et <link=""bottles"">bouteilles </link>, cette opération produira du <link=""corn-whiskey"">whiskey de maïs</link> qui pourra être vendu aux commerces de la ville ou dans vos propres <link=""backroom-bootlegger"">bootleggers d’arrière-boutique</link> ou speakeasies de quartier."	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates corn whiskey from corn and bottles.\n<b><sprite name=""res corn""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res corn whiskey""></b>\n\n<b>Requires:</b>\n<sprite name=""skill corn distillation""><link=""corn-whiskey-skill"">Corn Whiskey Manufacture</link>, <sprite name=""res cash""> 1800, <sprite name=""res steel-barrels""> 5, <sprite name=""res pipes""> 8</indent>\n\nWhen installed and supplied with <link=""corn"">corn</link> and <link=""bottles"">bottles</link>, this operation produces <link=""corn-whiskey"">corn whiskey</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies."
info.conversion-ice-house.name	Glacière	Ice House
info.conversion-ice-house.desc	"<indent=10>Utilise de l’essence pour alimenter des congélateurs afin de transformer de l’eau en glace.\n<b><sprite name=""res gasoline""> <sprite name=""ui arr sm right""> <sprite name=""res ice""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill ice making""> <link=""ice-making"">fabrication de glace</link>, 800 <sprite name=""res cash"">, <sprite name=""res pipes""> 8, <sprite name=""res lumber""> 8, <sprite name=""bricks""> 6</indent>\n\nUne fois installée et approvisionnée en <link=""gasoline"">essence</link>, cette opération produira de la <link=""ice"">glace</link> qui pourra être utilisée dans la fabrication d’<link=""apple-jack"">applejack</link> et de <link=""champagne"">champagne</link>. Fabriquer votre propre glace peut s’avérer bien plus fiable et bon marché que de l’acheter.\n\n<i><indent=30><i>La civilisation commence avec la distillation.</i></indent>\n<indent=40>—William Faulkner</indent> "	"<indent=10>Uses gasoline to power freezers that turn water into ice.\n<b><sprite name=""res gasoline""> <sprite name=""ui arr sm right""> <sprite name=""res ice""></b>\n\n<b>Requires:</b>\n<sprite name=""skill ice making""> <link=""ice-making"">Ice Making</link>, <sprite name=""res cash""> 800, <sprite name=""res pipes""> 8, <sprite name=""res lumber""> 8, <sprite name=""bricks""> 6</indent>\n\nWhen installed and supplied with <link=""gasoline"">gasoline</link>, this operation produces <link=""ice"">ice</link> that can be used to make <link=""apple-jack"">applejack</link> and <link=""champagne"">champagne</link>. Making your own ice can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent> "
info.conversion-labels.name	Impression d’étiquettes falsifiées	Counterfeit Label Printer
info.conversion-labels.desc	"<indent=10>Transforme du papier en étiquettes falsifiées.\n<b><sprite name=""res paper""> <sprite name=""ui arr sm right""> <sprite name=""res labels></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill labels""> <link=""label-counterfeiting"">contrefaçon d’étiquettes</link>, <sprite name=""res sheet metal""> 5, <sprite name=""res lumber""> 10, <sprite name=""res bricks""> 10</indent>\n\nUne fois installée et approvisionnée en <link=""paper"">papier</link>, cette opération produira des <link=""labels>étiquettes</link> nécessaires à l’élaboration de différents types d’alcool en bouteille. Fabriquer vos propres étiquettes peut s’avérer plus fiable et bon marché que d’en acheter.\n\n<i><indent=30><i>Lorsque le vin entre, d’étranges choses ressortent.</i></indent>\n<indent=40>—Johann Schiller</indent>"	"<indent=10>Turns paper into counterfeit labels.\n<b><sprite name=""res paper""> <sprite name=""ui arr sm right""> <sprite name=""res labels></b>\n\n<b>Requires:</b>\n<sprite name=""skill labels""> <link=""label-counterfeiting"">Label Counterfeiting</link>, <sprite name=""res sheet metal""> 5, <sprite name=""res lumber""> 10, <sprite name=""res bricks""> 10</indent>\n\nWhen installed and supplied with <link=""paper"">paper</link>, this operation produces <link=""labels>labels</link> that are necessary to make various different types of bottled alcohols. Making your own labels can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.small-speakeasy.name	Petit speakeasy	Small Speakeasy
info.small-speakeasy.desc	"<indent=10>Peut vendre chaque type d’alcool raffiné\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey""></b>\net un type d’alcool en bouteille.\n<sprite name=""res whisky""> <sprite name=""res brandy""> <sprite name=""res vodka""> <sprite name=""res rum"">\n\n<b>Nécessite :</b>\n<sprite name=""ui skills""> petits speakeasies, 7 500 <sprite name=""res cash"">,  <sprite name=""res lumber""> 40,  <sprite name=""res furniture""> 40</indent>\n\nUn bar robuste, de l’alcool de qualité et quelques tables et chaises par ci par là : voilà qui suffit à attirer les gens vers ce petit speakeasy. Cette opération peut vendre chaque type d’alcool raffiné et un type d’alcool en bouteille.\n\n<i><indent=30>Hier soir, tard dans la nuit, j’ai tout vendu et me suis mise à pleurer ; j’avais le blues de Chicago, être satisfaite, jamais je ne le serai.</i>\n</indent><indent=40>—Bessie Smith, ""Chicago Bound Blues""</indent>"	"<indent=10>Can sell all varieties of refined booze.\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey""></b>\nand one type of bottled booze\n<sprite name=""res whiskey""> <sprite name=""res brandy""> <sprite name=""res vodka""> <sprite name=""res rum"">\n\n<b>Requires:</b>\n<sprite name=""ui skills""> Small Speakeasies,  <sprite name=""res cash"">7,500,  <sprite name=""res lumber""> 40,  <sprite name=""res furniture""> 40</indent>\n\nA robust bar, quality booze, and some scattered tables and chairs is enough to keep people flowing through this small speakeasy. This operation can sell every type of refined booze and one kind of bottled booze.\n\n<i><indent=30>Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith from ""Chicago Bound Blues""</indent>"
info.garage-module.name	Garages	Garages
info.garage-module.desc	"<indent=10>Augmente le nombre de voitures que votre organisation peut posséder à la fois et propose des services de réparation bon marché.\n\n<b>Nécessite :</b>\n<sprite name=""skill garages""> <link=""small-garages"">construction de garage</link>, 250 <sprite name=""res cash"">, <sprite name=""res bricks""> 5, <sprite name=""res sheet metal""> 2</indent>\n\nUne fois en place, cette opération offrira des places de parking supplémentaires pour les voitures de votre organisation et proposera des services de réparation bon marché.\n\n<i><indent=30>Je suis un idéaliste. Je ne sais pas où je vais, mais j’y vais.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"<indent=10>Increases the amount of cars your outfit can sustain at one time, as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name=""skill garages""> <link=""small-garages"">Garage Construction</link>, <sprite name=""res cash""> 250, <sprite name=""res bricks""> 5, <sprite name=""res sheet metal""> 2</indent>\n\nWhen installed, this operation provides additional parking spaces for your outfit's cars and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.truck-garage-module.name	Zones de réparation de camions	Truck Repair Bay
info.truck-garage-module.desc	"<indent=10>Augmente le nombre de camions que votre organisation peut posséder à la fois et propose des services de réparation bon marché.\n\n<b>Nécessite :</b>\n<sprite name=""skill truck-bays""> <link=""truck-garage"">zones de réparation de camions</link>, 750 <sprite name=""res cash"">, <sprite name=""res bricks""> 6, <sprite name=""res sheet metal""> 4</indent>\n\nUne fois en place, cette opération offrira des places de parking supplémentaires pour les camions de votre organisation et proposera des services de réparation bon marché.\n\n<i><indent=30>Je suis un idéaliste. Je ne sais pas où je vais, mais j’y vais.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"<indent=10>Increases the amount of trucks your outfit can sustain at one time, as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name=""skill truck-bays""> <link=""truck-garage"">Truck Repair Bays</link>, <sprite name=""res cash""> 750, <sprite name=""res bricks""> 6, <sprite name=""res sheet metal""> 4</indent>\n\nWhen installed, this operation provides additional parking spaces for your outfit's trucks and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.production-champagne.name	Production de champagne	Champagne Manufacture
info.production-champagne.desc	"<indent=10>Fabrique du champagne à l’aide d’étiquettes, de glace, de sucre et de vin contrefait.\n<b><sprite name=""res labels""> + <sprite name=""res ice""> + <sprite name=""res sugar""> + <sprite name=""res fake-wine""> <sprite name=""ui arr sm right""> <sprite name=""res champagne""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill champagne""><link=""champagne-making"">méthodes de champagne</link>, 5 000 <sprite name=""res cash"">, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nUne fois installée et approvisionnée en <link=""labels"">étiquettes falsifiées</link>, <link=""ice"">glace</link>, <link=""sugar"">sucre</link> et <link=""fake-wine"">vin contrefait</link>, cette opération produira du <link=""champagne"">champagne</link> qui pourra être vendu aux commerces de la ville où dans l’une de vos propres opérations."	"<indent=10>Creates champagne from labels, ice, sugar, and counterfeit wine.\n<b><sprite name=""res labels""> + <sprite name=""res ice""> + <sprite name=""res sugar""> + <sprite name=""res fake-wine""> <sprite name=""ui arr sm right""> <sprite name=""res champagne""></b>\n\n<b>Requires:</b>\n<sprite name=""skill champagne""><link=""champagne-making"">Champagne Methods</link>, <sprite name=""res cash""> 5000, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""ice"">ice</link>, <link=""sugar"">sugar</link>, <link=""fake-wine"">counterfeit wine</link>, this operation produces <link=""champagne"">champagne</link> that can be sold to businesses across the city or in your own operations."
info.production-dark-rum.name	Production de rhum épicé	Spiced Rum Manufacture
info.production-dark-rum.desc	"<indent=10>Fabrique du rhum brun à l’aide d’étiquettes, de fûts de chêne, d’épices, de petites bouteilles et de tonneaux de rhum. \n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res spices""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res dark rum""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill dark-rum""><link=""dark-rum-making"">production de rhum épicé</link>, 5 000 <sprite name=""res cash"">, <sprite name=""res half-barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res bricks""> 20</indent>\n\nUne fois installée et approvisionnée en <link=""labels"">étiquettes falsifiées</link>, <link=""oak-barrels"">fûts de chêne</link>, <link=""spices"">épices</link> et <link=""fake-wine"">vin contrefait</link>, cette opération produira du <link=""dark-rum"">rhum épicé</link> qui pourra être vendu aux commerces de la ville ou dans l’une de vos propres opérations."	"<indent=10>Creates spiced rum from labels, oak barrels, spices, small bottles, and rum barrels.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res spices""> + <sprite name=""small bottles""> <sprite name=""ui arr sm right""> <sprite name=""res dark rum""></b>\n\n<b>Requires:</b>\n<sprite name=""skill dark-rum""><link=""dark-rum-making"">Spiced Rum Manufacture</link>, <sprite name=""res cash""> 5000, <sprite name=""res half-barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res bricks""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""oak-barrels"">oak barrels</link>, <link=""spices"">spices</link>, and <link=""small-bottles"">small bottles</link>, this operation produces <link=""dark-rum"">spiced rum</link> that can be sold to businesses across the city or in your own operations."
info.production-beer-kegs.name	Grande brasserie	Large Brewery
info.production-beer-kegs.desc	"<indent=10>Fabrique des fûts de bière à l’aide de barils en acier, de glace et de bière d’arrière-boutique.\n<b><sprite name=""res steel-barrels""> + <sprite name=""res ice""> + <sprite name=""res fake-beer""> <sprite name=""ui arr sm right""> <sprite name=""res beer-keg""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill beer-kegs""><link=""beer-kegs-skill"">bière au fût</link>, 4 000 <sprite name=""res cash"">, <sprite name=""res steel-barrels""> 20, <sprite name=""res ice""> 30, <sprite name=""res fake-beer""> 20</indent>\n\nUne fois installée et approvisionnée en<link=""steel-barrels"">barils en acier</link>, <link=""ice"">glace</link>, <link=""fake-beer"">et bière d’arrière-boutique</link>, cette opération produira des <link=""beer-keg"">fûts de bière</link> qui pourront être vendus aux commerces de la ville ou dans vos propres opérations."	"<indent=10>Creates beer kegs from steel barrels, ice, and backroom beer.\n<b><sprite name=""res steel-barrels""> + <sprite name=""res ice""> + <sprite name=""res fake-beer""> <sprite name=""ui arr sm right""> <sprite name=""res beer-keg""></b>\n\n<b>Requires:</b>\n<sprite name=""skill beer-kegs""><link=""beer-kegs-skill"">Beer by the Keg</link>, <sprite name=""res cash""> 4000, <sprite name=""res steel-barrels""> 20, <sprite name=""res ice""> 30, <sprite name=""res fake-beer""> 20</indent>\n\nWhen installed and supplied with <link=""steel-barrels"">steel barrels</link>, <link=""ice"">ice</link>, <link=""fake-beer"">backroom beer</link>, this operation produces <link=""beer-keg"">beer kegs</link> that can be sold to businesses across the city or in your own operations."
info.production-aged-whiskey.name	Production de whiskey vieilli	Aged Whiskey Manufacture
info.production-aged-whiskey.desc	"<indent=10>Fabrique du whiskey vieilli à l’aide d’étiquettes, de fûts de chêne, de petites bouteilles et de tonneaux de whiskey.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res small-bottles""> + <sprite name=""res whiskey-barrel""> <sprite name=""ui arr sm right""> <sprite name=""res aged whiskey""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill aged-whiskey""><link=""aged-whiskey-skill"">l’âge du whiskey</link>, 5 000 <sprite name=""res cash"">, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nUne fois installée et approvisionnée en <link=""labels"">étiquettes falsifiées</link>, <link=""oak-barrels"">fûts de chêne</link>, <link=""small-bottles"">petites bouteilles</link> et <link=""whiskey-barrel"">tonneaux de whiskey</link>, cette opération produira du <link=""aged-whiskey"">whiskey vieilli</link> qui pourra être vendu aux commerces de la ville ou dans l’une de vos propres opérations."	"<indent=10>Creates aged whiskey from labels, oak barrels, small bottles, and whiskey barrels.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res small-bottles""> + <sprite name=""res whiskey-barrel""> <sprite name=""ui arr sm right""> <sprite name=""res aged whiskey""></b>\n\n<b>Requires:</b>\n<sprite name=""skill aged-whiskey""><link=""aged-whiskey-skill"">Years of Whiskey</link>, <sprite name=""res cash""> 5000, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""oak-barrels"">oak barrels</link>, <link=""small-bottles"">small bottles</link>, and <link=""whiskey-barrel"">whiskey barrels</link>, this operation produces <link=""aged-whiskey"">aged whiskey</link> that can be sold to businesses across the city or in your own operations."
info.production-cordial.name	Production de cordial	Cordial Manufacture
info.production-cordial.desc	"<indent=10>Fabrique du cordial à l’aide d’étiquettes, de fruits, de glace, de bouteilles et de tonneaux de vodka ou d’alcool neutre.\n<b><sprite name=""res labels""> + <sprite name=""res fruit""> + <sprite name=""res ice""> + <sprite name=""res bottles""> + <sprite name=""res vodka-barrel""> <sprite name=""ui arr sm right""> <sprite name=""res cordials"">\n<sprite name=""res labels""> + <sprite name=""res citrus""> + <sprite name=""res ice""> + <sprite name=""res bottles""> + <sprite name=""res vodka-barrel""> <sprite name=""ui arr sm right""> <sprite name=""res cordials"">\n<sprite name=""res labels""> + <sprite name=""res grape-juice""> + <sprite name=""res ice""> + <sprite name=""res bottles""> + <sprite name=""res alcohol-btl""> <sprite name=""ui arr sm right""> <sprite name=""res cordials""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill cordials""><link=""cordial-making"">cordialement</link>, 7 500 <sprite name=""res cash"">, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20</indent>\n\nUne fois installée et approvisionnée en <link=""labels"">étiquettes falsifiées</link>, <link=""fruit"">fruits</link>, <link=""ice"">glace</link>, <link=""bottles"">bouteilles</link> et <link=""vodka-barrels"">tonneaux de vodka</link>, cette opération produira du <link=""cordials"">cordial</link> qui pourra être vendu aux commerces de la ville ou dans l’une de vos propres opérations."	"<indent=10>Creates cordials from labels, fruit, ice, bottles, and vodka barrels or neutral alcohol.\n<b><sprite name=""res labels""> + <sprite name=""res fruit""> + <sprite name=""res ice""> + <sprite name=""res bottles""> + <sprite name=""res vodka-barrel""> <sprite name=""ui arr sm right""> <sprite name=""res cordials"">\n<sprite name=""res labels""> + <sprite name=""res citrus""> + <sprite name=""res ice""> + <sprite name=""res bottles""> + <sprite name=""res vodka-barrel""> <sprite name=""ui arr sm right""> <sprite name=""res cordials"">\n<sprite name=""res labels""> + <sprite name=""res grape-juice""> + <sprite name=""res ice""> + <sprite name=""res bottles""> + <sprite name=""res neutral alcohol""> <sprite name=""ui arr sm right""> <sprite name=""res cordials""></b>\n\n<b>Requires:</b>\n<sprite name=""skill cordials""><link=""cordial-making"">Cordially Yours</link>, <sprite name=""res cash""> 7500, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""fruit"">fruit</link>, <link=""ice"">ice</link>, <link=""bottles"">bottles</link>, and <link=""vodka-barrels"">vodka barrels</link>, this operation produces <link=""cordials"">cordials</link> that can be sold to businesses across the city or in your own operations."
info.production-gin.name	Production de gin	Gin Manufacture
info.production-gin.desc	"<indent=10>Fabrique du gin à l’aide d’étiquettes, de fûts de chêne, d’agrumes et de gin amateur ou d’alcool neutre.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res citrus""> + <sprite name=""res bathtub-gin"">\n<sprite name=""res labels""> + <sprite name=""res spices""> + <sprite name=""res citrus""> + <sprite name=""res small-bottles""> + <sprite name=""res alcohol-btl""></b>\n\n<b>Nécessite :</b>\n<sprite name=""skill gin""><link=""gin-making"">vrai gin</link>, 7 500 <sprite name=""res cash"">, <sprite name=""res labels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20</indent>\n\nUne fois installée et approvisionnée en <link=""labels"">étiquettes falsifiées</link>, <link=""oak-barrels"">fûts de chêne</link>, <link=""citrus""> agrumes </link>et <link=""bathtub-gin"">gin amateur</link>, cette opération produira du <link=""gin"">gin</link> qui pourra être vendu aux commerces de la ville ou dans l’une de vos propres opérations."	"<indent=10>Creates gin from labels, oak barrels, citrus, and bathtub gin or spices and neutral alcohol.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res citrus""> + <sprite name=""res bathtub-gin"">\n<sprite name=""res labels""> + <sprite name=""res spices""> + <sprite name=""res citrus""> + <sprite name=""res small-bottles""> + <sprite name=""res neutral alcohol""></b>\n\n<b>Requires:</b>\n<sprite name=""skill gin""><link=""gin-making"">Proper Gin</link>, <sprite name=""res cash""> 7500, <sprite name=""res labels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""oak-barrels"">oak barrels</link>, <link=""citrus""> citrus </link>, <link=""bathtub-gin"">bathtub gin</link>, this operation produces <link=""gin"">gin</link> that can be sold to businesses across the city or in your own operations."
info.gambling-den.name	Tripot	Gambling Den
info.gambling-den.desc	"<indent=10>Un lieu dédié aux jeux d’argent, discrètement situé dans un bâtiment résidentiel où vous pourrez choisir toutes les installations dont vous rêvez.\n\n<b>Nécessite :</b>\n1 200 <sprite name=""res cash""></indent>\n\nUne fois que vous aurez acquis un tripot grâce à l’un des loyaux propriétaires de vos commerces de façade, vous pourrez remplir cet espace de tout un tas d’installations afin d’attirer des habitués ou des clients de passage qui brûleront de dépenser leur argent (et d’accumuler des dettes) dans votre établissement.\n\n<i><indent=30><i>On ne devrait jamais tricher quand on a les cartes gagnantes en main.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>A dedicated space for gambling, tucked away in a residential building where you can install whatever features strike your fancy.\n\n<b>Requires:</b>\n<sprite name=""res cash""> 1200</indent>\n\nOnce you've acquired a gambling den through one of your loyal front owners, you can fill this space with a variety of features that bring in all kinds of regular and transient customers, eager to place their money (and debt) into your waiting hands.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.casino.name	Casino	Casino
info.casino.desc	"<b>Opération régionale uniquement disponible dans certaines villes.</b>\n\n<indent=10>Niché dans un bâtiment résidentiel, cet espace luxueux digne d’Atlantic City dispose de plusieurs salles et propose toutes sortes de jeux et d’installations.\n\n<b>Nécessite :</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">blanchiment d’argent</link>, 2 500 <sprite name=""res cash""></indent>\n\nUne fois que vous aurez acquis un espace résidentiel pour votre casino grâce à l’un des loyaux propriétaires de vos commerces de façade, vous pourrez remplir cet espace de toutes sortes d’installations à petites et grosses mises afin de mieux acheminer l’argent de vos clients vers les caisses de votre organisation.\n\n<i><indent=30><i>On ne devrait jamais tricher quand on a les cartes gagnantes en main.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Carved out of a residential location, this ritzy, multi-room Atlantic City locale supports all kinds of games and features.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">Money Laundering</link>, <sprite name=""res cash""> 2500</indent>\n\nOnce you've acquired a residential space for you casino through a loyal front owner, you can fill this space with a variety of low-level and high-stakes features to facilitate customers transferring their money into your outfits coffers.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.car-bullies.name	Aide aux négociations	Negotiation Assistant
info.car-bullies.desc	"En obtenant cette compétence, vous bénéficierez d’un large rabais sur tous vos futurs achats de véhicules grâce à des techniques de négociation <i>supérieures</i>. \n\n<i><indent=30>Je suis un idéaliste. Je ne sais pas où je vais, mais j’y vais.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"Learning this skill applies a large discount on all future vehicle purchases due to <i>enhanced</i> negotiation tactics. \n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.dishwashers.name	Plonger dans l’action	Hot Dishwashers
info.dishwashers.desc	"En obtenant cette compétence, vous pourrez installer l’extension Lave-vaisselle dans vos <link=""backroom-bootlegger"">bootleggers</link> et <link=""corner-speakeasy"">speakeasies</link>, vous permettant ainsi de servir des verres plus rapidement et d’augmenter vos recettes journalières.\n\n<indent=30><i>Le speakeasy a remplacé le saloon ; une vaste armée de hors-la-loi a fait son apparition ; un grand nombre de nos citoyens les plus émérites ont ouvertement fait fi de la prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"	"Learning this skill allows you to build a dishwashers expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, shortening the turnaround time on pouring drinks and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.big-barrels.name	Double tonneau	Double Barrels
info.big-barrels.desc	"En obtenant cette compétence, vous pourrez installer l’extension Double production en tonneau dans vos fabriques d’<link=""homemade-booze"">alcool artisanal</link> augmentant ainsi votre production.\n\n<i><indent=30><i>On ne peut rien contre les préférences bien ancrées ; il est impossible de forcer la main d’un homme qui rechigne à boire un verre de bière.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"	"Learning this skill allows you to build the Double Barrel Production expansion in your <link=""homemade-booze"">homemade booze</link> operations, increasing your production.\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.old-glassware.name	Verres en cristal	Crystal Barware
info.old-glassware.desc	"En obtenant cette compétence, vous pourrez installer l’extension Verres à l’ancienne dans vos <link=""backroom-bootlegger"">bootleggers</link> et <link=""corner-speakeasy"">speakeasies</link>, attirant ainsi un plus grand nombre de clients et augmentant vos recettes journalières.\n\n<indent=30><i>Le speakeasy a remplacé le saloon ; une vaste armée de hors-la-loi a fait son apparition ; un grand nombre de nos citoyens les plus émérites ont ouvertement fait fi de la prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"	"Learning this skill allows you to build the Old-Time Glassware expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.pool-table.name	Tables de billard	Pool Tables
