Key	Spanish	English
info.better-bartending.name	Servicio mejorado	Better Bartending
info.better-bartending.desc	"Aprender esta habilidad te permite convertir tu <link=""corner-speakeasy"">bar clandestino de la esquina</link> en un <link=""small-speakeasy"">.\n\n<indent=30><i>Los bares clandestinos han sustituido a las cantinas; ha surgido un ejército de malhechores; muchos de nuestros mejores ciudadanos han ignorado la ley seca públicamente.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"	"Learning this skill allows you to upgrade your <link=""corner-speakeasy"">corner speakeasy</link> into a <link=""small-speakeasy"">.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.label-counterfeiting.name	Falsificación de etiquetas	Label Counterfeiting
info.label-counterfeiting.desc	"Aprender esta habilidad te permite montar una <link=""conversion-labels"">Imprenta de etiquetas falsas</link> en uno de los establecimientos que controles. Podrás convertir el papel en etiquetas que puedes usar en la elaboración de varias bebidas alcohólicas.\n\n<i><indent=30><i>Cuando sube el vino, bajan cosas extrañas.</i></indent>\n<indent=40>—Johann Schiller</indent>"	"Learning this skill allows you to build a <link=""conversion-labels"">Counterfeit Label Printer</link> in one of your controlled businesses. This operation allows you to convert paper into labels used in the production of various alcohols.\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.ice-making.name	Elaboración de hielo	Ice Making
info.ice-making.desc	"Aprender esta habilidad te permite montar un <link=""conversion-ice-house"">Depósito de hielo</link> en uno de los establecimientos que controles. Podrás usar gasolina para convertir el agua en hielo, que puedes usar en la elaboración de varios licores.\n\n<i><indent=30><i>La destilación da comienzo a la civilización.</i></indent>\n<indent=40>—William Faulkner</indent>"	"Learning this skill allows you to build an <link=""conversion-ice-house"">Ice House</link> in one of your controlled businesses. This operation allows you to use gasoline to freeze water into ice used in the production of various alcohols.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent>"
info.gambling-numbers.name	Juegos de números	Numbers Games
info.gambling-numbers.desc	Aprender esta habilidad desbloquea varios tipos de juegos de números diferentes que podrás instalar en tus casas de apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>	Learning this skill unlocks several different types of number games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-cards.name	Juegos de cartas	Card Games
info.gambling-cards.desc	Aprender esta habilidad desbloquea varios tipos de juegos de cartas diferentes que podrás instalar en tus casas de apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>	Learning this skill unlocks several different types of card games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-tables.name	Juegos de mesa	Table Games
info.gambling-tables.desc	Aprender esta habilidad desbloquea varios tipos de juegos de mesa diferentes que podrás instalar en tus casas de apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>	Learning this skill unlocks several different types of table games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-clean-money.name	Blanqueo de dinero	Money Laundering
info.gambling-clean-money.desc	"Aprender esta habilidad te permite convertir tu <link=""gambling-den"">Casa de apuestas pequeña</link> en una operación mayor capaz de alojar más atracciones, además de aumentar su variedad y beneficios.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"Learning this skill allows you to upgrade your <link=""gambling-den"">Small Gambling Den</link> into a larger operation that can support more features at one time, as well as more profitable/different features.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.gambling-secret-books.name	Libros amañados	Cooked Books
info.gambling-secret-books.desc	"Aprender esta habilidad te permite convertir tu <link=""gambling-den"">Casa de apuestas mediana</link> o <link=""casino"">Casino pequeño</link> en una operación mayor capaz de alojar más atracciones, además de aumentar su variedad y beneficios.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"Learning this skill allows you to upgrade your <link=""gambling-den"">Medium Gambling Den</link> or <link=""casino"">Small Casino</link> into a larger operation that can support more features at one time, as well as more profitable/different features.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.gambling-high-rollers.name	Recorrido de apuestas	High Rollers Junket
info.gambling-high-rollers.desc	"Aprender esta habilidad convierte tus operaciones de juego en un posible destino para grandes apostadores de la zona o visitantes, lo que te permitirá llevar tus actividades a un nivel superior, además de desbloquear atracciones enfocadas a la clientela de élite.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"Learning this skill makes your gambling operations a possible destination for local and visiting high rollers, allowing you to upgrade your gambling operations to the highest level, as well as unlocking several features targeted at the high roller audience.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.gambling-furnishing.name	Mobiliario importado	Imported Furniture
info.gambling-furnishing.desc	"Aprender esta habilidad te permite importar mobiliario del extranjero, lo que desbloquea varias mejoras para tus casas de apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"Learning this skill allows you to import furniture from overseas, unlocking several improvement features for your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.gambling-service.name	Servicio satisfactorio	Suave Service
info.gambling-service.desc	"Aprender esta habilidad te permite ofrecer un servicio de mayor calidad en tus operaciones de juego, lo que desbloquea varias mejoras para tus casas de apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"Learning this skill allows you to implement the highest levels of service at your gambling operations, unlocking several improvement features for your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.gambling-staff.name	Empleados educados	Attentive Staff
info.gambling-staff.desc	"Aprender esta habilidad te permite contratar y formar personal cualificado y amable para tus operaciones de juego, lo que desbloquea varias mejoras para tus casas de apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"Learning this skill allows you to hire and train highly qualified, friendly staff at your gambling operations, unlocking several improvement features for you gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.starter-buildings.name	Bonito edificio.	Nice Building You've Got There.
info.starter-buildings.desc	"Con esta habilidad dominarás la gestión de edificios, lo que reducirá el coste de las nuevas construcciones, hará que tus gestores ganen más experiencia y reducirá el ruido producido por tus actividades."	"This skill makes you a building management expert, reducing the cost of new buildings, increasing the experience gain of your operation manager, and decreasing the heat produced by your operations."
info.starter-crew.name	Organizando el crimen	Organizing Crime
info.starter-crew.desc	"Esta habilidad mejora tu labia y capacidad de liderazgo, lo que aumenta la bonificación de relaciones por compartir grupo étnico y compra o venta de mercancías ilegales, y aumenta la cantidad máxima de misiones."	"This skill makes you a smooth talker and effective leader, increasing your relationship boosts from shared ethnicity, buying/selling illegal goods, and increasing your mission cap."
info.starter-cops.name	Respeto a la ley	Respect For the Law
info.starter-cops.desc	"Esta habilidad mejora tu efectividad a la hora de tratar con la ley, lo que reduce el coste de los sobornos y aumenta su duración, y reduce la probabilidad de que la policía haga redadas en tus operaciones o en tu territorio."	"This skill makes you more effective at dealing with the law, reducing bribery cost, increasing bribe duration, and making police less likely to raid your operations/territory."
info.starter-vehicles.name	Mecánico natural	Natural Mechanic
info.starter-vehicles.desc	"Esta habilidad mejora el funcionamiento de tus vehículos, añade un espacio para camiones y reduce el coste de reparación de los vehículos y los daños que sufren con el tiempo."	"This skill makes your vehicles operate more smoothly, adding an extra truck slot, reducing the cost of vehicle repair, and reducing vehicle damage over time."
info.starter-combat.name	Matón callejero	Street Brawler
info.starter-combat.desc	"Esta habilidad mejora tus aptitudes de combate rudimentarias, lo que aumenta el daño y la probabilidad de impacto de todas las armas que no sean de fuego."	"This skill makes you a scrappy fighter, increasing the damage and hit rate of all non-firearm weapons."
info.starter-goons.name	Respeto camorrero	Hooligan Respect
info.starter-goons.desc	"Esta habilidad hace que los matones de poca monta de la calle sean más amistosos contigo. Reduce la cantidad de dinero necesaria para sobornarlos y preguntarles por oportunidades, así como la probabilidad de que se opongan a tus exigencias."	"This skill makes you more easily beloved amongst the low level goons you encounter out on the streets, reducing the amount of cash required to buy them out, the cash the ask for opportunities, and the chance that they will defy your demands."
info.starter-territory.name	Sentimiento territorial	Getting Territorial
info.starter-territory.desc	"Esta habilidad te permite gestionar mejor tu territorio, lo que reduce el coste de nuevos frentes y hace que otras esquinas se unan a ti más rápido."	"This skill makes you a more effective manager of territory, reducing the cost of starting new fronts and increasing the speed at which new corners join your territory."
info.slot-machines.name	Máquinas tragaperras	Slot Machines
info.slot-machines.desc	"<indent=10>Un juego de bajo riesgo que anima a los jugadores ocasionales a apostar peniques por los símbolos de un cilindro mecánico rotatorio. Da un buen premio estos se alinean cuando el cilindro se detenga.\n\n<b>Requiere:</b>\n<sprite name=""res cash""> 1000</indent>\n\nAl instalarse, esta atracción actúa como <link=""low-stakes"">juego de bajo riesgo</link> y tiene una apuesta media de 1 <sprite name=""res cash""> de los jugadores, siempre y cuando se haya financiado con al menos 500 <sprite name=""res cash""> en la casa de apuestas. Puede tener hasta 50 jugadores al mismo tiempo, que tienen un 2 % de probabilidad de llevarse 25 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Low stakes game that attracts casual players to bet pennies against a mechanical spinning drum, with great returns if the symbols line up when the drum stops spinning.\n\n<b>Requires:</b>\n<sprite name=""res cash""> 1000</indent>\n\nWhen installed, this feature acts as a <link=""low-stakes"">low stakes game</link>, taking an average bet of <sprite name=""res cash""> 1 from passing players so long as it is funded with at least <sprite name=""res cash""> 500 at the gambling house. It can support up to 50 players at a time, with a 2% chance for them to win 25 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.blackboards.name	Apuesta deportiva	Sports Betting
info.blackboards.desc	"<indent=10>Un juego de bajo riesgo que anima a los jugadores ocasionales a apostar dinero en resultados y estadísticas de deportes locales. Las probabilidades de ganar son bajas, pero al menos se sabe que la casa no puede amañar nada.\n\n<b>Requiere:</b>\n<sprite name=""res cash""> 2500</indent>\n\nAl instalarse, esta atracción actúa como <link=""low-stakes"">juego de bajo riesgo</link> y tiene una apuesta media de 5 <sprite name=""res cash""> de los jugadores, siempre y cuando se haya financiado con al menos 1500 <sprite name=""res cash""> en la casa de apuestas. Puede tener hasta 25 jugadores al mismo tiempo, que tienen un 2 % de probabilidad de llevarse 30 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Low stakes game that attracts casual players to bet handfuls of cash on local sports results and stats. The chances aren't great, but at least you know the house can't rig them.\n\n<b>Requires:</b>\n<sprite name=""res cash""> 2500</indent>\n\nWhen installed, this feature acts a <link=""low-stakes"">low stakes game</link>, taking an average bet of <sprite name=""res cash""> 5 from passing players so long as it is funded with at least <sprite name=""res cash""> 1500 at the gambling house. It can support up to 25 players at a time, with a 2% chance for them to win 30 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.faro.name	Faro	Faro
info.faro.desc	"<indent=10>Un juego de bajo riesgo que anima a los jugadores ocasionales a apostar cantidades insignificantes contra la casa jugando a las cartas. Es rápido y fácil de aprender.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-cards"">Juegos de cartas</link>, <sprite name=""res cash"">2000</indent>\n\nAl instalarse, esta atracción actúa como <link=""low-stakes"">juego de bajo riesgo</link> y tiene una apuesta media de 2 <sprite name=""res cash""> de los jugadores, siempre y cuando se haya financiado con al menos 750 <sprite name=""res cash""> en la casa de apuestas. Puede tener hasta 100 jugadores al mismo tiempo, que tienen un 2 % de probabilidad de llevarse 30 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Low stakes game that attracts casual players to place meagre bets against the house in a rapid, easy to learn card game.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-cards"">Card Games</link>, <sprite name=""res cash"">2000</indent>\n\nWhen installed, this feature acts as a <link=""low-stakes"">low stakes game</link>, taking an average bet of <sprite name=""res cash""> 2 from passing players so long as it is funded with at least <sprite name=""res cash""> 750 at the gambling house. It can support up to 100 players at a time, with a 2% chance for them to win 30 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.high-stakes-slots.name	Tragaperras de grandes premios	High Payout Slots
info.high-stakes-slots.desc	"<b>Esta atracción de juego regional solo está disponible en algunas ciudades.</b>\n\n<indent=10>Un juego de bajo riesgo que anima a los jugadores ocasionales a apostar un poco más y que ofrece una probabilidad de victoria menor. ¿Que por qué juegan? El bote es mayor.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-high-rollers"">Recorrido de apuestas</link>, <sprite name=""res cash""> 7500</indent>\n\nAl instalarse, esta atracción actúa como <link=""low-stakes"">juego de bajo riesgo</link> y tiene una apuesta media de 4 <sprite name=""res cash""> de los jugadores, siempre y cuando se haya financiado con al menos 3500 <sprite name=""res cash""> en la casa de apuestas. Puede tener hasta 100 jugadores al mismo tiempo, que tienen un 1 % de probabilidad de llevarse 50 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<b>Regional gambling feature only available in some cities.</b>\n\n<indent=10>Low stakes game that attracts casual players to place slightly larger bets than the penny slots against worse odds. Why would they do that? It promises a much greater payout.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-high-rollers"">High Rollers Junket</link>, <sprite name=""res cash""> 7500</indent>\n\nWhen installed, this feature acts as a <link=""low-stakes"">low stakes game</link>, taking an average bet of <sprite name=""res cash""> 4 from passing players so long as it is funded with at least <sprite name=""res cash""> 3500 at the gambling house. It can support up to 100 players at a time, with a 1% chance for them to win 50 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.policy-game.name	Juego de lotería	Policy Game
info.policy-game.desc	"<indent=10>Un juego de bajo riesgo que anima a los jugadores ocasionales a apostar cantidades insignificantes en una versión limitada de la lotería, en la que los participantes intentan adivinar el número que sale de una rueda.\n\n<b>Requiere:</b>\n<sprite name=""res cash""> 500</indent>\n\nAl instalarse, esta atracción actúa como <link=""low-stakes"">juego de bajo riesgo</link> y tiene una apuesta media de 1,50 <sprite name=""res cash""> de los jugadores, siempre y cuando se haya financiado con al menos 500 <sprite name=""res cash""> en la casa de apuestas. Puede tener hasta 75 jugadores al mismo tiempo, que tienen un 5 % de probabilidad de llevarse 10 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Low stakes game that attracts casual players to place meagre bets in a limited version of the lottery, where players try to guess the number that's going to fall out of a wheel.\n\n<b>Requires:</b>\n<sprite name=""res cash""> 500</indent>\n\nWhen installed, this feature acts as a <link=""low-stakes"">low stakes game</link>, taking an average bet of <sprite name=""res cash""> 1.50 from passing players so long as it is funded with at least <sprite name=""res cash""> 500 at the gambling house. It can support up to 75 players at a time, with a 5% chance for them to win 10 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.numbers-game.name	Apuestas de carrera	Bookmaking
info.numbers-game.desc	"<indent=10>Un juego de alto riesgo que congregará a una serie de jugadores habituales en el que se apuesta diariamente por los resultados de carreras locales.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-numbers"">Juegos de números</link>, <sprite name=""res cash""> 2000</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 75 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 1000 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 10 % de probabilidad de irse cada turno si no están endeudados. Al jugar, tienen un 10 % de probabilidad de llevarse 5 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>High stakes game that accumulates a series of regulars who bet on the results of daily local races.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-numbers"">Numbers Games</link>, <sprite name=""res cash""> 2000</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 75 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 1000 at the gambling house. Regulars come and go, with 10% chance of leaving each turn that they are not in debt. When they play, they have a 10% chance to win 5 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.card-tables.name	Mesas de cartas	Card Tables
info.card-tables.desc	"<indent=10>Un juego de alto riesgo que congregará a una serie de jugadores habituales y que ofrece diferentes modalidades sencillas. Al gozar de una variedad de atracciones, la casa cuenta con una menor ventaja, pero se asegura la participación.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-cards"">Juegos de cartas</link>, <sprite name=""res cash""> 1200</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 200 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 750 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 20 % de probabilidad de irse cada turno si no están endeudados. Al jugar, tienen un 10 % de probabilidad de llevarse 3 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>High stakes game that accumulates a series of regulars to a play a variety of simple card games. A changing set of games means a weaker house edge, but it'll get people in seats.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-cards"">Card Games</link>, <sprite name=""res cash""> 1200</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 200 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 750 at the gambling house. Regulars come and go, with 20% chance of leaving each turn that they are not in debt. When they play, they have a 10% chance to win 3 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.otb-parlor.name	Sala de apuestas extraoficial	Off-Track Betting Parlor
info.otb-parlor.desc	"<b>Esta atracción de juego regional solo está disponible en algunas ciudades.</b>\n\n<indent=10>Un juego de alto riesgo que congregará a una serie de jugadores habituales, y en el que se apuesta por los resultados de carreras celebradas por toda la costa este.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Libros amañados</link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">Recorrido de apuestas</link>, <sprite name=""res cash""> 5000</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 200 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 3500 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 5 % de probabilidad de irse cada turno si no están endeudados. Al jugar, tienen un 4 % de probabilidad de llevarse 20 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<b>Regional gambling feature only available in some cities.</b>\n\n<indent=10>High stakes game that accumulates a series of regulars who bet on the results of races all across the East Coast.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Cooked Books</link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">High Rollers Junket</link>, <sprite name=""res cash""> 5000</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 200 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 3500 at the gambling house. Regulars come and go, with 5% chance of leaving each turn that they are not in debt. When they play, they have a 4% chance to win 20 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.blackjack-tables.name	Mesas de Blackjack	Blackjack Tables
info.blackjack-tables.desc	"<indent=10>Organiza partidas de alto riesgo de blackjack que congregarán a una serie de jugadores habituales. Se trata de un juego volátil rentable por las cantidades que se manejan, en el que la deuda de los participantes se puede disparar. Asegúrate primero de poder asumir las posibles pérdidas.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">Blanqueo de dinero</link>, <sprite name=""skill gambling""><link=""gambling-cards"">Juegos de cartas</link>, <sprite name=""res cash""> 3000</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 625 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 2000 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 5 % de probabilidad de irse cada turno si no están endeudados. Al jugar, tienen un 5 % de probabilidad de llevarse 15 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>High stakes game that accumulates a series of regulars to play blackjack. Bigger swings of cash make this a volatile, profitable game that can rocket regulars into debt, provided you can handle the downturns.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">Money Laundering</link>, <sprite name=""skill gambling""><link=""gambling-cards"">Card Games</link>, <sprite name=""res cash""> 3000</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 625 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 2000 at the gambling house. Regulars come and go, with 5% chance of leaving each turn that they are not in debt. When they play, they have a 5% chance to win 15 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.table-games.name	Juegos de mesa	Table Games
info.table-games.desc	"<indent=10>Un juego de alto riesgo que congregará a una serie de jugadores habituales y que ofrece diferentes novedades y trucos para la mesa. Nadie se quejará de lo difícil que resulta llevarse el bote, ya que les traes algo nuevo.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-tables"">Juegos de mesa</link>, <sprite name=""skill gambling""><link=""gambling-clean-money"">Blanqueo de dinero</link>, <sprite name=""res cash""> 4000</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 275 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 2800 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 5 % de probabilidad de irse cada turno si no están endeudados. Al jugar, tienen un 5 % de probabilidad de llevarse 15 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>High stakes game that accumulates a series of regulars to play at a variety of fads and table tricks. Paying for the novelty of it all means you can get away with setting rough odds.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-tables"">Table Games</link>, <sprite name=""skill gambling""><link=""gambling-clean-money"">Money Laundering</link>, <sprite name=""res cash""> 4000</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 275 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 2800 at the gambling house. Regulars come and go, with 5% chance of leaving each turn that they are not in debt. When they play, they have a 5% chance to win 15 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.roulette-wheels.name	Ruletas	Roulette Wheels
info.roulette-wheels.desc	"<indent=10>Un juego de alto riesgo que congregará a una serie de jugadores habituales en el que se apuesta por el resultado de una ruleta. Es fácil de amañar, por lo que la probabilidad de llevarse el bote es baja.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">Blanqueo de dinero</link>, <sprite name=""skill gambling""><link=""gambling-secret books"">Libros amañados</link>, <sprite name=""res cash""> 7500</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 225 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 3500 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 0,5 % de probabilidad de irse cada turno si no están endeudados. Al jugar, tienen un 1 % de probabilidad de llevarse 90 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>High stakes game that accumulates a series of regulars to throw bets on where a ball will fall on a roulette. Bad odds get worse given its so easy to rig.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">Money Laundering</link>, <sprite name=""skill gambling""><link=""gambling-secret books"">Cooked Books</link>, <sprite name=""res cash""> 7500</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 225 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 3500 at the gambling house. Regulars come and go, with 0.5% chance of leaving each turn that they are not in debt. When they play, they have a 1% chance to win 90 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.high-rollers-parlor.name	Sala de grandes apostadores	High Rollers Parlor
