KEY	Korean	English
__id	ko	en

		;; encyclopedia

pedia.dialog.title	금주법 백과사전	Prohibition Encyclopedia
pedia.dialog.default-text	자세한 내용을 보려면 왼쪽의 주제 중 하나를 선택하세요. 특정 주제에 대해 더 자세히 알아보려면 링크를 따르세요.	Select one of the topics on the left to learn more. Follow links to dig further into a topic.
pedia.dialog.entry	<b><size=120%>{name}</size></b>\n\n{desc}	<b><size=120%>{name}</size></b>\n\n{desc}

pedia.cat.resources	자원	Resources
pedia.cat.businesses	비즈니스 종류	Business Types
pedia.cat.skills	스킬	Skills
pedia.cat.gameplay	게임플레이	Gameplay
pedia.cat.gambling	도박	Gambling
pedia.cat.others	Other

info.telegraph-machine.name	전신 기계
info.telegraph-machine.desc	<b>일부 도시에서만 사용할 수 있는 지역 도박 기능.</b>\n\n<indent=10>놀라운 기술로 전 세계의 경주 결과를 실시간으로 알 수 있게 되며, 경마 팬들이 더 많은 돈을 걸 수 있는 게임들을 만듭니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-secret-books">조작된 장부</link>, <sprite name="skill gambling"><link="gambling-high-rollers">하이롤러 잉켓</link>, <sprite name="skill gambling"><link="gambling-staff">친절한 직원</link>, <sprite name="res cash"> 300</indent>\n\n설치 시, 이 기능은 다른 도박장의 기능들에 영향을 미칩니다. 전신 기계가 설치되면, 당신의 오프 트랙 베팅 파를러에 한 명의 추가 고정 고객을 앉힐 수 있으며, 그들이 배팅하는 금액이 10% 더 많아집니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.card-parlor.name	카드 파를러
info.card-parlor.desc	<indent=10>카드 게임을 위한 추가 공간으로 고정 고객들에게 더 많은 자리를 제공합니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-cards">카드 게임</link>, <sprite name="skill gambling"><link="gambling-clean-money">돈 세탁</link>, <sprite name="skill gambling"><link="gambling-furnishing">정밀 마감</link>, <sprite name="res cash"> 5000</indent>\n\n설치 시, 이 기능은 다른 도박장의 기능들에 영향을 미칩니다. 카드 파를러가 설치되면, 각 카드 게임에서 2개의 좌석을 추가로 제공할 수 있습니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.plush-carpets.name	화려한 카펫
info.plush-carpets.desc	<indent=10>실용적인 목적은 없지만, 도박장이 사람들의 입에 오르내리게 만드는 멋진 요소가 됩니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-cards">카드 게임</link>, <sprite name="skill gambling"><link="gambling-numbers">숫자 게임</link>, <sprite name="skill gambling"><link="gambling-tables">테이블 게임</link>, <sprite name="skill gambling"><link="gambling-furnishing">정밀 마감</link>, <sprite name="res cash"> 2500</indent>\n\n설치 시, 이 기능은 다른 도박장의 기능들에 영향을 미칩니다. 화려한 카펫이 설치되면, 더 멀리서 도박을 하러 온 사람들이 증가하여 잠재 고객이 증가합니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.imported-furniture.name	수입 가구
info.imported-furniture.desc	<indent=10>비쌉니다만, 고급스럽고 호화로워서 멀리서 오는 사람들을 끌어들입니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-furnishing">정밀 마감</link>, <sprite name="res cash">3500</indent>\n\n설치 시, 이 기능은 다른 도박장의 기능들에 영향을 미칩니다. 수입 가구가 설치되면, 더 멀리서 도박을 하러 온 사람들이 증가하여 잠재 고객이 증가합니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.uniforms.name	유니폼을 입은 직원
info.uniforms.desc	<indent=10>전문적이고 위협적이지 않은 직원들은 고객들이 당신이 범죄 조직을 운영하고 있다는 사실을 잊게 만듭니다. 이러한 편안함은 빚을 정산할 때 유용합니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-cards">카드 게임</link>, <sprite name="skill gambling"><link="gambling-numbers">숫자 게임</link>, <sprite name="skill gambling"><link="gambling-tables">테이블 게임</link>, <sprite name="skill gambling"><link="gambling-service">스웨이브 서비스</link><sprite name="res cash"> 2500</indent>\n\n설치 시, 이 기능은 도박장 내 다른 기능의 운영에 영향을 미칩니다. 유니폼을 입은 직원들이 도박장에 있다면, 고정 고객에게 신용을 더 얇게 제공하고 빚을 더 빨리 갚도록 요구할 수 있습니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.valet-parking.name	발렛 파킹
info.valet-parking.desc	<b>일부 도시에서만 사용할 수 있는 지역 도박 기능.</b>\n\n<indent=10>차를 주차하지 않아도 되니 모두가 기뻐합니다. 더 많은 고정 고객과 더 많은 차를 타고 오는 사람들이 생기면 돈도 많이 생깁니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-high-rollers">하이롤러 잉켓</link>, <sprite name="skill gambling"><link="gambling-staff">친절한 직원</link>, <sprite name="res cash"> 5000</indent>\n\n설치 시, 이 기능은 도박장 내 다른 기능들의 운영에 영향을 미칩니다. 발렛 파킹이 도박장에 설치되어 있으면, 고액 게임에 더 많은 고정 고객을 앉힐 수 있으며, 더 멀리서도 사람들이 오게 되어 잠재 고객이 늘어납니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.chandeliers.name	최신 조명
info.chandeliers.desc	<b>일부 도시에서만 사용할 수 있는 지역 도박 기능.</b>\n\n<indent=10>내구성이 뛰어난, 운영비가 저렴한 재료에 투자하면, 더 적은 비용으로 운영할 수 있습니다.\n\n<b>필요:</b>\n<sprite name="skill gambling"><link="gambling-high-rollers">하이롤러 잉켓</link>, <sprite name="skill gambling"><link="gambling-furnishing">정밀 마감</link>, <sprite name="res cash"> 2500</indent>\n\n설치 시, 이 기능은 도박장 내 다른 기능들의 운영에 영향을 미칩니다. 최신 조명이 도박장에 설치되어 있으면, 귀하의 시설 운영비가 줄어듭니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.rake-games.name	래이크 게임
info.rake-games.desc	<indent=10>이 도박 기능은 경쟁자들이 각자 도박을 벌이는 일반적인 공간을 설정합니다. 집은 게임에 개입하지 않지만, 승패와 관계없이 상금의 일부를 취합니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.low-stakes.name	저배팅 게임
info.low-stakes.desc	<indent=10>이 도박 기능은 낮은 진입 비용으로, 지속적으로 도박장을 찾지 않을 수 있는 여러 사람들을 끌어들입니다. 좋은 수동 수입원이지만, 고객이 도박장 범위 안에 있어야 잠재 고객이 많습니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>

info.regular-games.name	고액 배팅 게임
info.regular-games.desc	<indent=10>고액 배팅 게임은 하이롤러들이 자주 앉아서 크게 배팅하며, 큰 승리나 깊은 부채에 빠질 때까지 계속합니다. 고정 고객이 신용으로 배팅하게 되면 수익성이 떨어지지만, 그들의 부채는 다른 방법으로 수익을 가져올 수 있습니다.\n\n<i><indent=30><i>카드를 가진 사람이 승리할 때 공정하게 플레이해야 한다.</i></indent>\n<indent=40>—Oscar Wilde</indent>
		;; tutorial

tut.newgame.firstname	존
tut.newgame.lastname	스미스

tut.newgamepopup.name	<b>{name}</b>\n\n{ageinfo}
tut.newgamepopup.text1	드디어 <b>{cityname}</b> 도시에 도착했습니다!
tut.newgamepopup.text2	1920년, 황금시대의 여명이 밝았습니다. 국가가 번영하는 한편, 금주법으로 술 판매와 제조가 불법이 되었고, 이는 도시 주민들과 이민자들에게 억압으로 여겨집니다. 이 도시에선 아무도 이 법을 진지하게 받아들이지 않으며, 불법 술집과 주류 사업이 활개를 칩니다. 경찰도 설득하면 넘어가게 할 수 있습니다.
tut.newgamepopup.text3.m	몇 달러만 주머니에 넣고 친척을 통해 이 도시로 왔습니다. 현재 <b>{name}</b> 삼촌 집에서 지내고 있습니다. 삼촌은 이 도시에서 작은 사업을 운영 중이고, 곧 당신에게 그 일을 소개해줄 예정입니다.
tut.newgamepopup.text3.f	몇 달러만 주머니에 넣고 친척을 통해 이 도시로 왔습니다. 현재 <b>{name}</b> 숙모 집에서 지내고 있습니다. 숙모는 이 도시에서 작은 사업을 운영 중이고, 곧 당신에게 그 일을 소개해줄 예정입니다.
tut.newgamepopup.text4	하지만 작은 가게를 운영하는 것보다는 더 큰 그림을 그려야 합니다. 위험을 두려워하지 않는 당신에겐 기회가 될 것입니다.
tut.newgamepopup.text5	기차에서 내려 높은 빌딩들과 끝없는 인파를 보며, 위대한 시작이 느껴졌습니다.




		;; francine popup

tut.fr.button-continue	계속
tut.fr.button-waiting	기다리는 중...
tut.fr.button-understood	알겠습니다.
tut.fr.button-agreed	동의한다
tut.fr.button-skip	수업 건너뛰기

tut.fr.button-hint-ok	알겠습니다
tut.fr.button-hint-skip	넘어갈래요.


tut.fr.header	{num}번째 수업: {title}  <color=#aaaaaa>({i}/{n})</color>

tut.fr.missiondone.m	튜토리얼 임무 중 하나가 완료되었습니다! \n\n자세한 내용은 삼촌 {fr}을(를) 방문하세요. 왼쪽의 미션 목록에서 더 많은 정보를 확인하세요.
tut.fr.missiondone.f	튜토리얼 임무 중 하나가 완료되었습니다! \n\n자세한 내용은 {fr} 숙모를 방문하세요. 왼쪽의 미션 목록에서 더 많은 정보를 확인하세요.



tut.lesson-1.title	둘러보기

tut.lesson-1.1.m	<i>{fr} 삼촌이 기차에서 내리는 당신에게 다가옵니다.</i>\n{name}, 드디어 왔구나! 정말 반갑다. 이 동네가 마음에 들겠지만, 잘 생각해봐. 멋져 보이지 않겠지만, 이곳이 우리가 사는 곳이야. 일단 집으로 가면서 주변을 둘러보자.
tut.lesson-1.1.f	<i>{fr} 숙모가 기차에서 내리는 당신에게 다가옵니다.</i>\n{name}, 내 사랑하는 조카! 너를 보니 정말 반갑구나. 우리 동네가 맘에 들지? 멋져 보이지는 않지만, 이곳이 우리 집이란다. 먼저 집으로 가면서 둘러보자.

tut.lesson-1.2	첫 번째로 배워야 할 건 주변을 둘러보는 거야! <b>W, A, S, D</b> 키를 눌러보거나 <sprite name="tut mouse left"> <b>마우스 왼쪽 버튼</b>으로 클릭하고 드래그하면 돼.
tut.lesson-1.3	이제 확대와 축소를 하려면 <b>F</b>와 <b>R</b> 키를 사용하거나 <sprite name="tut mouse middle"> <b>마우스 휠</b>을 써봐. 한번 해보렴.
tut.lesson-1.4	지도를 회전하려면 <b>Q</b>와 <b>E</b> 키를 쓰거나 <sprite name="tut mouse middle"> <b>마우스 가운데 버튼</b>으로 클릭하고 드래그하면 돼.
tut.lesson-1.5	참고로 <sprite name="tut mouse right"> <b>마우스 오른쪽 버튼</b>이나 <b>ESC</b> 키로 대화창과 팝업을 닫을 수 있어. (이 대화창 제외)

tut.lesson-2.title	누구?

tut.lesson-2.1	이 파란색 마커는 게임 지도에서 <b>너</b>를 나타내고, 운전할 때는 네 차를 따라다녀. 클릭해서 선택할 수 있어.
tut.lesson-2.2	마커 위에 밝은 주황색 기둥이 보이지? 그건 네가 <b>선택</b>되었음을 나타내. 지금 선택된 상태라면 여러 작업을 할 수 있어.
tut.lesson-2.3	UI 오른쪽에서 선택한 인물의 모든 정보를 볼 수 있어. 하나씩 살펴보자.
tut.lesson-2.4	먼저, 인물의 머그샷이 마커와 똑같아서 누가 누구인지 쉽게 알 수 있어.
tut.lesson-2.5	그 다음은 그들이 운전하는 차야. 차가 있다면 그 정보가 표시돼.
tut.lesson-2.6	그 옆에는 <sprite name="ui action pts"> 액션 포인트가 있어. 턴당 할 수 있는 일을 결정하는 수치야.
tut.lesson-2.7	그리고 <sprite name="ui movement pts"> 이동 포인트는 턴당 얼마나 멀리 이동할 수 있는지 알려줘. 그걸 사용해서 운전하고 작업을 완료할 수 있어.
tut.lesson-2.8	만약 이 사람이 차에 배정되어 있다면, 아래에서 그 차의 인벤토리도 볼 수 있어.
tut.lesson-2.9	그 사람의 초상화 아래에서는 그 사람의 특징과 경험을 확인할 수 있어. 마우스를 올리면 더 많은 정보가 나타나니 한번 시도해봐!
tut.lesson-2.10	마지막으로 누군가를 선택할 때 세 가지 방법이 있어. 마커를 클릭하거나 승무원 카드를 클릭하거나 숫자 <b>1</b> 키를 눌러 첫 번째 승무원을 선택해. 숫자 키를 한번 누르면 승무원이 선택되고, 두 번 빠르게 누르면 카메라가 그 승무원에게로 이동해. 한번 해보자! 숫자 <b>1</b> 키를 눌러보거나 다른 방법을 사용해봐.


tut.lesson-3.title	자동차, 현금 등	Cars, Cash, and More

tut.lesson-3.1	이제 현금과 차량을 살펴보자.
tut.lesson-3.2	여기서 네 <b>현금</b>을 볼 수 있어. 이건 네 건물과 차량에 저장된 총액이야. 마우스를 가져가면 각 위치에 얼마나 있는지, 그리고 지난 턴에 얼마나 벌었거나 잃었는지 확인할 수 있어.
tut.lesson-3.3	다음은 네 <b>차량</b>이다. 자동차와 트럭이 있어. 각각 옆에 소유한 수와 지금 처리할 수 있는 최대 수가 표시돼. 최대 수를 늘리려면 주차 공간이나 정비소가 필요해.
tut.lesson-3.4	그리고 그 왼쪽에는 <b>구역</b>과 <b>갱단 규모</b>가 있어. 지금은 네가 혼자야. 구역을 조금 확장하면 더 많은 사람을 고용할 수 있어. 마우스를 가져가면 더 많은 정보가 보여.
tut.lesson-3.5	맨 왼쪽에 있는 버튼들은 다양한 정보와 대화 상자를 보여줘. 나중에 다시 살펴보자.
tut.lesson-3.6	오른쪽 상단을 보면 오늘 날짜가 나와. 오늘은 {date}야. 이 게임은 턴 기반이어서, 각 턴은 {days}일씩 지나.
tut.lesson-3.7	행동 포인트나 이동 포인트가 부족하면 '다음 턴' 버튼을 눌러서 넘어가면 돼. 지금 눌러보자. 작업이 끝나면 계속 진행할게.
tut.lesson-3.8	보면 알겠지만 날짜가 {date}로 바뀌었어. 매 턴마다 모든 행동 포인트와 이동 포인트도 다시 채워져.

tut.lesson-4.title	안전 가옥	The Safehouse
tut.lesson-4.1	이 건물이 너의 <b>안전 가옥</b>이 될 거야. 안을 살펴보자. 마커를 클릭해서 건물 정보를 확인해 봐.
tut.lesson-4.2.m	겉으로 보기엔 {fr} 삼촌이 운영하는 평범한 사업체처럼 보일 거야. 하지만 내부엔 충분한 저장 공간과 <b>새로운 사업</b>을 시작할 수 있는 공간이 있어.
tut.lesson-4.2.f	겉으로 보기엔 {fr} 숙모가 운영하는 평범한 사업체처럼 보일 거야. 하지만 내부엔 충분한 저장 공간과 <b>새로운 사업</b>을 시작할 수 있는 공간이 있어.
tut.lesson-4.3	순서대로 살펴보자. 먼저 <b>사업 탭</b>을 클릭해 봐. 대화 상자의 파란색 탭이야.
tut.lesson-4.4	이건 내가 운영하던 합법적인 사업이야. 네가 시작할 사업을 숨기기에 아주 좋은 위장이 될 거야.
tut.lesson-4.5	이제 <b>저장소 탭</b>을 클릭해 봐.
tut.lesson-4.6	이 패널은 지하실에 저장된 물건을 보여줘. 금주법 이전부터 술이 꽤 많이 저장돼 있어. 곧 쓸 일이 있을 거야.
tut.lesson-4.7	이제 <b>밀실 탭</b>을 클릭해 봐.
tut.lesson-4.8	이 패널은 건물의 밀실을 보여줘. 지금은 비어 있지만 새 사업을 시작할 수 있어.
tut.lesson-4.9	이제 <b>구역 탭</b>을 클릭해 봐.
tut.lesson-4.10	이 대화 상자는 우리가 있는 <b>구역</b>에 대한 정보를 보여줘. 구역은 영토의 기본 단위야. 모든 건물은 구역에 속하고, 구역은 누군가의 영토일 수 있어.
tut.lesson-4.11	이 구역에 있는 사업체들이야. 여기 있는 사업체들은 언제든 방문할 수 있어.
tut.lesson-4.12	이건 이 구역에서 네 <b>영향력</b>과 다른 갱단들의 영향력을 보여줘. 네 영향력이 높아서(내가 사람들한테 너에 대해 얘기했거든) 이 구역은 네 영역이 되었어.
tut.lesson-4.13	이건 이 구역의 <b>위험 수준</b>이야. 마우스를 가져가면 더 많은 정보를 볼 수 있어. 불법 행위는 위험을 발생시키고, 위험은 경찰의 주의를 끌게 돼.
tut.lesson-4.14	악마의 속삭임처럼, 여기에 우리가 있는 <b>경찰 구역</b>에 대한 정보가 있어. 마우스를 가져가면 더 많은 정보를 볼 수 있어. 지금까지는 조용했어. 그리고 조용한 게 사업에 좋지.
tut.lesson-4.15	좋아, 이제 창을 닫고 안전 가옥으로 돌아가자.
tut.lesson-4.16	이제 내 초상화가 있는 탭을 클릭해 봐.
tut.lesson-4.17.m	이건 나야, 너의 삼촌 {fr}. 너의 부모님께 내가 너를 데려와서 도시에서 시작할 수 있도록 도와주겠다고 했어.
tut.lesson-4.17.f	이건 나야, 너의 숙모 {fr}. 너의 부모님께 내가 너를 데려와서 도시에서 시작할 수 있도록 도와주겠다고 했어.
tut.lesson-4.18	이 대화 상자를 이제 닫자.
tut.lesson-4.19	이제 내가 말한 게 많은 것 같으니, 주위를 둘러보자. 산책이나 하자.

tut.lesson-5.title	방문	Paying a Visit
tut.lesson-5.1	이 사업체 보이지? 우리와 같은 구역에 있어. 가서 한번 방문해 보자. 마커를 클릭해서 소유자를 만나보자.
tut.lesson-5.2	지금 우리는 {bizname}을 운영하는 {name}을 만나고 있어. 잠시 후에 대화를 나누겠지만, 먼저 그들에 대해 알아보자.
tut.lesson-5.3	초상화 위로 마우스를 가져가면 다양한 유용한 정보를 확인할 수 있어. 그들의 특성과 기질은 중요한 정보야, 이건 네가 그들과 거래할 때 큰 영향을 미칠 거야. 민족성도 중요해. 네 민족과 같은 사람들은 더 친근할 거야.
tut.lesson-5.4	이 미터는 그들이 너를 어떻게 생각하는지 보여줘. 마우스를 가져가면 더 많은 정보를 볼 수 있어.
tut.lesson-5.5	이 사람은 또한 너에게 <b>호의</b>를 빚지고 있어! 나중에 사용할 수 있으니 신중하게 써야 해. 이런 기회는 자주 오지 않으니까.
tut.lesson-5.6	이제 여기를 보자. 이게 우리가 이 사람과 친근하게 대화를 시작하는 방법이야. 왼쪽에서 그들이 말하는 걸 보고, 오른쪽에서 우리의 응답을 선택할 수 있어.
tut.lesson-5.7	먼저 구매와 판매에 대해 묻는 옵션을 선택해 봐.
tut.lesson-5.8	뭔가를 사거나 팔고 싶다면 이렇게 하면 돼. 하지만 확인할 게 또 있어.
tut.lesson-5.9	그들이 누구를 아는지 보자. 화면 왼쪽 상단에 있는 연결 버튼을 클릭해.
tut.lesson-5.10	이 대화 상자는 그 사람에 대한 더 많은 세부 정보를 보여줘. 가장 중요한 건 그 사람이 아는 모든 연결점이야. 현재는 제한적이지만.
tut.lesson-5.11	연결점은 네게 아주 중요할 거야. 술을 사고 팔려면 너를 좋아하고 신뢰하는 사람들을 알아야 해.
tut.lesson-5.12	이 연결점을 활용하는 방법을 배워야 필요한 것을 얻을 수 있어. 하지만 그건 나중에 이야기할 거야. 지금은 이 대화 상자를 닫자.
tut.lesson-5.13	주위를 바꿔보는 건 어때? 드라이브나 가자. 네가 운전해.

tut.lesson-6.title	운전	Driving Around
tut.lesson-6.1	이 근처에 또 다른 사업체가 있어. 한 구역 떨어져 있는 곳이지. 마커를 클릭하고 무슨 일이 일어나는지 보자.
tut.lesson-6.2	지금 보이는 정보만으로는 방문하기엔 너무 멀어. 실제로 사업주와 이야기를 나누려면 그곳으로 가야 해.
tut.lesson-6.3	이건 자주 겪게 될 일이다. 일을 끝내려면 네가 직접 거기 가서 누구와 이야기해야 해.
tut.lesson-6.4	그럼 거기로 운전하자. 마커를 클릭해서 네가 활성 갱단원으로 선택되었는지 확인해.
tut.lesson-6.5	이제 그 사업체에 가장 가까운 위치를 <b>마우스 오른쪽 버튼</b>으로 클릭해.
tut.lesson-6.6	만약 제대로 된 위치로 운전하지 않았다면 괜찮아. 선택되었는지 확인하고, 가고 싶은 위치를 마우스 오른쪽 버튼으로 클릭하면 돼.
tut.lesson-6.7	운전하면서 사업체의 마커 색상이 바뀌는 걸 볼 수 있어. 같은 구역에 있는 사업체는 녹색으로 바뀌고, 너무 멀리 있는 사업체는 짙은 회색으로 변하지.
tut.lesson-6.8	이 모든 게 잘 돌아가는 것 같군. 이제 네가 직접 해볼 차례야!
tut.lesson-6.9.m	{name} 사촌을 찾아서 운전해. 그는 근처에서 {bizname}을 운영하고 있어. 그가 우리가 지하실에 숨겨둔 불법 재고를 처분할 수 있을 거야.\n{bizname}이 어디에 있는지 말하지 않겠어. 그게 네 첫 번째 과제야. 하지만 여기 근처에 있어.
tut.lesson-6.9.f	{name} 사촌을 찾아서 운전해. 그녀는 근처에서 {bizname}을 운영하고 있어. 그녀가 우리가 지하실에 숨겨둔 불법 재고를 처분할 수 있을 거야.\n{bizname}이 어디에 있는지 말하지 않겠어. 그게 네 첫 번째 과제야. 하지만 여기 근처에 있어.
tut.lesson-6.10.m	그를 찾아서 방문해. 이제 혼자 두겠다.\n이동 포인트가 부족하면 <b>'다음 턴'</b> 버튼을 눌러.
tut.lesson-6.10.f	그녀를 찾아서 방문해. 이제 혼자 두겠다.\n이동 포인트가 부족하면 <b>'다음 턴'</b> 버튼을 눌러.
tut.lesson-6.11	({bizname}에서 {name}을 찾을 때까지 기다려. 그곳으로 운전해서 대화를 시작해.)

tut.lesson-7.title	구매 및 판매	Buying and Selling
tut.lesson-7.1.m	좋아, {name} 사촌을 찾았군! 이제 그에게 구매와 판매에 대해 물어봐.
tut.lesson-7.1.f	좋아, {name} 사촌을 찾았군! 이제 그녀에게 구매와 판매에 대해 물어봐.
tut.lesson-7.2.m	우리가 숨겨둔 <sprite name="res home-brew" tint> 홈브루를 그에게 팔 수 있을 것 같아.
tut.lesson-7.2.f	우리가 숨겨둔 <sprite name="res home-brew" tint> 홈브루를 그녀에게 팔 수 있을 것 같아.
tut.lesson-7.3	하지만 지금 차에 아무것도 없으니까, 돌아가서 물건을 챙겨와야 해.\n이제 이 대화 상자를 닫아.
tut.lesson-7.4	안전 가옥으로 돌아가서 홈브루를 챙기자.
tut.lesson-7.5	(안전 가옥으로 돌아갈 때까지 기다릴게.)
tut.lesson-7.6	이제 안전 가옥 대화 상자를 열고 저장소 탭으로 전환해.
tut.lesson-7.7	(저장소 패널을 볼 때까지 기다릴게.)
tut.lesson-7.8	창고 내용은 왼쪽에, 자동차 트렁크는 오른쪽에 있어. 이제 창고에서 <sprite name="res home-brew" tint> 홈브루를 클릭해서 자동차에 20개를 실을 때까지 클릭해.
tut.lesson-7.9	좋아, 여기서 끝났어. 대화 상자를 닫아.
tut.lesson-7.10.m	이제 {name}에게 돌아가서 그가 가져갈 만큼 <sprite name="res home-brew" tint> 홈브루를 팔아. 끝날 때까지 혼자 두겠어.
tut.lesson-7.10.f	이제 {name}에게 돌아가서 그녀가 가져갈 만큼 <sprite name="res home-brew" tint> 홈브루를 팔아. 끝날 때까지 혼자 두겠어.
tut.lesson-7.11	({name}에게 <sprite name="res home-brew" tint> 홈브루를 팔 때까지 기다릴게.)

tut.lesson-8.title	유용한 친구	Useful Friends
tut.lesson-8.1.m	이제 관계와 소개에 대해 얘기해 보자. 이 도시에서 일을 제대로 하려면 사람들과 잘 지내는 게 중요하니까. {name} 사촌을 찾아가서 대화를 시작해 봐.
tut.lesson-8.1.f	이제 관계와 소개에 대해 얘기해 보자. 이 도시에서 일을 제대로 하려면 사람들과 잘 지내는 게 중요하니까. {name} 사촌을 찾아가서 대화를 시작해 봐.
tut.lesson-8.2	왼쪽 상단을 보면 {name}과의 관계가 많이 좋아졌다는 걸 알 수 있어. 사람들이랑 거래를 하면 관계가 자연스럽게 좋아지지. 특히 불법적인 거래일수록 더 빨리 친해지지.
tut.lesson-8.3	관계가 좋아지면 <sprite name="ui tickets"> 호의를 쌓을 수 있어. {name}이 너를 좋게 생각해서 이제 몇 개의 호의를 쓸 준비가 됐어.
tut.lesson-8.4	호의를 한 번 써보자. {name}과의 대화에서 <sprite name="ui tickets"> 호의와 도움에 대해 얘기하는 두 번째 옵션을 선택해.
tut.lesson-8.5	이제 첫 번째 옵션을 선택해서 <sprite name="ui social biz intro"> 다른 사람이랑 소개받아 봐. 그 사람도 너랑 비슷한 물건을 사고 싶어 할 거야.
tut.lesson-8.6	{name}의 친구에게 소개를 받을 거야. 이제 완료하고 1 <sprite name="ui tickets"> 호의를 써서 소개를 받아 봐.
tut.lesson-8.7.m	좋아, {friendname}을 소개받았어! {name} 덕분에 이미 그가 너를 믿고 불법 물건에 대해 얘기할 준비가 됐어.
tut.lesson-8.7.f	좋아, {friendname}을 소개받았어! {name} 덕분에 이미 그녀가 너를 믿고 불법 물건에 대해 얘기할 준비가 됐어.
tut.lesson-8.8	신뢰할 수 있는 친구들은 네 사업의 기초가 될 거야. 인적 네트워크를 잘 챙기고, 기회가 생기면 소개도 받아.
tut.lesson-8.9.m	이제 {friendname}에게 가서 <sprite name="res home-brew" tint> 홈브루를 팔아 봐. 방법은 알잖아. 끝내고 나면 다시 보자.
tut.lesson-8.9.f	이제 {friendname}에게 가서 <sprite name="res home-brew" tint> 홈브루를 팔아 봐. 방법은 알잖아. 끝내고 나면 다시 보자.
tut.lesson-8.10	(더 많은 <sprite name="res home-brew" tint> 홈브루를 판매할 때까지 기다려.)

tut.lesson-9.title	탐험	Exploration
tut.lesson-9.1	이쪽을 좀 봐. <sprite name="biz unscoped"> 이 아이콘이 있는 마커를 볼 수 있겠지? 아직 조사하지 않은 사업체야.
tut.lesson-9.2	우리는 그곳에서 무슨 일이 일어나는지 모르지만 알아낼 수 있어. 아직 그곳에 없다면 그 구역으로 가서 마커가 녹색으로 변하도록 해. 거기 도착하면 <sprite name="biz unscoped"> 마커를 클릭해서 조사해봐. 이제 해봐, 기다리고 있을게.
tut.lesson-9.3	구석에 앉아 사람들의 움직임을 지켜보는 데 시간이 좀 걸려서 1 <sprite name="ui action pts"> 행동 포인트</sprite>가 필요했지. 하지만 이제 우리는 그곳이 <b>{bizname}</b>이라는 걸 알게 됐고, 무엇을 하는지 대충 알았어. 화면 상단의 알림을 마우스로 올려 놓으면 더 자세히 볼 수 있어.
tut.lesson-9.4	도시를 탐험하기 시작하면 모든 사업체는 처음엔 알 수 없어. 어떤 곳을 조사할지는 네가 결정해야 해.
tut.lesson-9.5	말 나온 김에, 이 큰 도시를 좀 탐험해 보는 게 좋겠어!
tut.lesson-9.6	아직 탐험하지 않은 구역은 세피아 색으로 표시되고, 어떤 사업체가 있는지 알 수 없어. 구역을 탐험한 후에야 그곳이 어떻게 돌아가는지 알 수 있어.
tut.lesson-9.7	이 알 수 없는 구역으로 운전해 봐. 하지만 조심해. 이동 포인트가 많이 필요할 거야! 만약 부족하면 다음 턴으로 진행하는 걸 잊지 마. 새 구역을 탐험해 보고 기다릴게.
tut.lesson-9.8	지도를 탐험하는 방법은 이렇지. 조금씩, 구역을 돌아다니며 새로운 사업체를 찾고 조사한 뒤, 그 소유자와 얘기해 무엇을 사고 파는지 알아낼 수 있어. 하지만 소개를 받을 수 있으면 훨씬 좋지. 이미 너를 신뢰하는 사람들이라면 훨씬 빠르게 일을 진행할 수 있어. 완전히 모르는 사람에게 신뢰를 얻는 건 훨씬 더 어려워.
