KEY	Korean	English
__id	ko	en
__name	한국어	English

button.play	플레이
quest.repeal-grapes-law.desc	포도 주스 거래를 금지하는 도시 법을 법전에서 제거하세요.
quest.repeal-grapes-law.npc1	친구여, 다른 도시에서는 포도 주스이 완전히 합법입니다. 하지만 시청의 우리 친구들이 그것을 금지했습니다. 그리고 그것은 사업에 나빴습니다. 도울 수 있는 방법이 있나요?
quest.repeal-grapes-law.npc2	도시에서 포도 주스을 파는 다른 상인들과 이야기해서 당신 조직만을 위해 더 많은 제품을 따로 두게 할 수 있을 것입니다. 게다가, 저는 개인적으로 당신에게 빚을 지게 될 것입니다.
quest.repeal-grapes-law.beforechoice	친구여 - 해냈습니다! 그 가장 성가신 법이 폐지되었습니다. 일부 상인들이 이제 당신을 위해 더 많은 포도 주스을 가지고 있을 것입니다. 이 엄청난 호의에 어떻게 보답할 수 있을까요?
quest.repeal-grapes-law.c1	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 포도 주스에서 이익을 얻기 위해 정확히 무엇을 해야 하는지 보여주는 것은 어떨까요?
quest.repeal-grapes-law.c1-detroit	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 와인을 만드는 다른 방법을 아시나요? 예를 들어 과일로?
quest.repeal-grapes-law.c2	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 더 고급 와인 제조 기술을 공유하는 것은 어떨까요?
quest.repeal-grapes-law.c3	포도 주스이 불법일 때 많은 벽돌 와인을 만들고 있었다고 들었습니다. 우리가 그것을 가져가겠습니다, 감사합니다.
quest.repeal-grapes-law.c4	협력을 심화시킵시다. 새로 합법화된 농축액을 사용하기 위해 벽돌 와인 작업을 열겠습니다.

quest.repeal-apples-law.name	사과 주스 금지 폐지
quest.repeal-apples-law.desc	사과 주스 거래를 금지하는 도시 법을 법전에서 제거하세요.
quest.repeal-apples-law.npc1	그래서 몇몇 사람들이 사과 주스를 사용해 엄청난 양의 사이다를 만들기 시작하고 도시는 대량의 사과 주스 거래를 금지했습니다. 얼마나 짜증나는지. 그리고 우리 사업에 나쁩니다. 도울 수 있는 방법이 있나요?
quest.repeal-apples-law.npc2	도시에서 사과 주스를 파는 다른 상인들과 이야기해서 당신 조직만을 위해 더 많은 제품을 따로 두게 할 수 있을 것입니다. 게다가, 저는 개인적으로 당신에게 빚을 지게 될 것입니다.
quest.repeal-apples-law.beforechoice	친구여 - 해냈습니다! 그 가장 성가신 법이 폐지되었습니다. 일부 상인들이 이제 당신을 위해 더 많은 사과 주스를 가지고 있을 것입니다. 이 엄청난 호의에 어떻게 보답할 수 있을까요?
quest.repeal-apples-law.c1	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 사과 주스에서 이익을 얻기 위해 정확히 무엇을 해야 하는지 보여주는 것은 어떨까요?
quest.repeal-apples-law.c1-pittsburgh	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 애플잭을 만드는 방법을 안다고 들었습니다?
quest.repeal-apples-law.c2	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 더 고급 사이다 제조 기술을 공유하는 것은 어떨까요?
quest.repeal-apples-law.c3	사과 주스가 불법일 때 많은 사이다를 만들고 있었다고 들었습니다. 우리가 그것을 가져가겠습니다, 감사합니다.
quest.repeal-apples-law.c4	협력을 심화시킵시다. 새로 합법화된 주스를 사용하기 위해 사이다 작업을 열겠습니다.

quest.repeal-prohibition-law.name	금지령 폐지
quest.repeal-prohibition-law.desc	모든 주류 거래를 금지하는 도시 법을 법전에서 제거하세요.
quest.repeal-prohibition-law.npc1	도시가 방금 술 거래를 금지했습니다. 얼마나 짜증나는지. 그리고 사업에 나쁩니다. 도울 수 있는 방법이 있나요?
quest.repeal-prohibition-law.npc2	도시에서 술을 파는 다른 상인들과 이야기해서 당신 조직만을 위해 더 많은 제품을 따로 두게 할 수 있을 것입니다. 게다가, 저는 개인적으로 당신에게 빚을 지게 될 것입니다.
quest.repeal-prohibition-law.beforechoice	친구여 - 해냈습니다! 그 가장 성가신 법이 폐지되었습니다. 이제 일부 상인들이 당신을 위해 술을 이용할 수 있을 것입니다. 이 엄청난 호의에 어떻게 보답할 수 있을까요?
quest.repeal-prohibition-law.c1	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 자동차 가게에서 이익을 얻기 위해 정확히 무엇을 해야 하는지 보여주는 것은 어떨까요?

quest.repeal-malt-law.name	맥아 시럽 금지 폐지
quest.repeal-malt-law.desc	맥아 시럽 거래를 금지하는 도시 법을 법전에서 제거하세요.
quest.repeal-malt-law.npc1	그래서 몇몇 사람들이 맥아 시럽을 사용해 엄청난 양의 맥주를 만들기 시작합니다 - 또는, 글쎄, 일종의 맥주. 그러자 도시가 맥아 시럽을 금지했습니다. 얼마나 짜증나는지. 그리고 우리 사업에 나쁩니다. 도울 수 있는 방법이 있나요?
quest.repeal-malt-law.npc2	도시에서 맥아 시럽을 팔던 다른 상인들과 이야기해서 당신 조직만을 위해 더 많은 제품을 따로 두게 할 수 있을 것입니다. 게다가, 저는 개인적으로 당신에게 빚을 지게 될 것입니다.
quest.repeal-malt-law.beforechoice	친구여 - 해냈습니다! 그 가장 성가신 법이 폐지되었습니다. 일부 상인들이 이제 당신을 위해 더 많은 맥아 시럽을 가지고 있을 것입니다. 이 엄청난 호의에 어떻게 보답할 수 있을까요?
quest.repeal-malt-law.c1	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 맥아 시럽에서 이익을 얻기 위해 정확히 무엇을 해야 하는지 보여주는 것은 어떨까요?
quest.repeal-malt-law.c2	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 더 고급 맥주 제조 기술을 공유하는 것은 어떨까요?
quest.repeal-malt-law.c3	맥아 시럽이 불법일 때 많은 수제 맥주를 만들고 있었다고 들었습니다. 우리가 그것을 가져가겠습니다, 감사합니다.
quest.repeal-malt-law.c4	협력을 심화시킵시다. 새로 합법화된 시럽을 사용하기 위해 수제 맥주 작업을 열겠습니다.


quest.repeal-law.human1	특정 개인들과의 영향력을 사용해 그것을 제거하려고 시도할 수 있습니다. 만약 제가 그렇게 하고 싶다면. 우리에게 무엇이 있나요?
quest.repeal-law.human2	글쎄, 빚은 우리가 항상 수집하는 것이니, 네. 이 성가신 법을 없애버리겠습니다.
quest.repeal-law.introending	감사합니다. 이것이 우리 사이의 번영하는 새로운 기업의 시작이 될 것이라고 확신합니다.
quest.repeal-law.c5	현금이 감사의 최고 척도입니다, 감사합니다.
quest.repeal-law.afterchoice	좋습니다. 당신의 정치적 통찰력에 정말 감동받았습니다, 친구여.
	
quest.legal-neutral-alcohol.name	중성 알코올 합법화
quest.legal-neutral-alcohol.desc	도시가 중성 알코올 거래에 대한 부담스러운 법을 폐지하도록 하세요.
quest.legal-neutral-alcohol.npc1	금지령으로, 음주용이 아닌 알코올을 거래하는 것이, 글쎄, 문제가 되었습니다. 시청의 우리 상사들이 우리가 그것으로, 오, 모르겠어요, 술을 만들 방법을 찾을 것이라고 생각하는 것 같습니다.
quest.enact-law.human1	맞습니다. 그래서 어쩌자는 건가요?
quest.legal-neutral-alcohol.npc2	시청에 연결이 있으신가요? 아마도 그것들을 사용해서 더 합리적인 법을 통과시킬 수 있을 것입니다. 우리는 당신에게 빚을 지게 될 것입니다.

quest.legal-neutral-alcohol.beforechoice	친구여 - 해냈습니다! 그 가장 성가신 법이 폐지되었습니다. 이제 도시 전역에서 중성 알코올을 더 싸게 구할 수 있을 것입니다. 이 엄청난 호의에 어떻게 보답할 수 있을까요?
quest.legal-neutral-alcohol.c1	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 중성 알코올에서 이익을 얻기 위해 정확히 무엇을 해야 하는지 보여주는 것은 어떨까요?
quest.legal-neutral-alcohol.c2	우리가 이것을 당신을 위해 처리하는 데 쓴 것 중 일부를 갚기 위해 현금을 기부할 수 있습니다. 그리고 중성 알코올을 변경하기 위한 더 고급 레시피를 공유하는 것은 어떨까요?
quest.legal-neutral-alcohol.c3	중성 알코올을 구하기 어려울 때 많은 밀주를 만들고 있었다고 들었습니다. 우리가 그것을 가져가겠습니다, 감사합니다.
quest.legal-neutral-alcohol.c4	협력을 심화시킵시다. 새로운 중성 알코올을 사용하기 위해 밀주 작업을 열겠습니다.

quest.print-ads.name	신문 광고
quest.print-ads.desc	신문에 인쇄 광고를 합법화하기 위해 정치적 영향력을 높이세요.
quest.print-ads.npc1	지역 정치에 참여하기 시작한 것을 봅니다. 도시가 신문에 정치 광고를 낼 수 있는 사람에게 제한을 두는 것은 유감입니다. 본질적으로 무제한 광고를 낼 수 있다면 좋지 않을까요?
quest.print-ads.human1	그런 것 같나요? 하지만 우리가 무엇을 할 수 있나요?
quest.print-ads.npc2	글쎄, 신문에 친구들이 있습니다. 그리고 정치적으로 충분히 영향력 있게 된다면, 그들이 시청에 그러한 광고를 허용하도록 동의시킬 것이라고 생각합니다.
quest.print-ads.human2	그것은 우리 조직이 이 도시를 더욱 단단히 통제하는 데 도움이 될 수 있습니다. 준비되면 돌아오겠습니다.
quest.print-ads.c1	신문 친구들이 시청을 설득해 정치 광고 규칙을 완화하도록 하세요.

quest.political-buttons.name	새로운 정치 도구
quest.political-buttons.desc	연결을 가진 친구들을 사용해 캠페인 버튼을 만드세요.
quest.political-buttons.npc1	우리는 많은 인쇄를 하고 있고 참신하고 매우 트렌디한 캠페인 자료에 대해 들었습니다.
quest.political-buttons.human1	글쎄, 저는 정치에 있는, 음, 친구들이 있습니다. 어떤 종류인가요?
quest.political-buttons.npc2	정치 버튼과 핀! 그것들은 대유행이고 캠페인이 투표로 돌파하는 데 정말 도움이 될 수 있습니다. 관심이 있다면, 제 친구들에게 당신이 진정한 정치적 천재라고 확신시켜야 합니다.
quest.political-buttons.human2	오, 우리는 그렇습니다. 돌아와서 그 버튼에 대해 이야기할 수 있습니다.
quest.political-buttons.c1	그래서, 그 버튼들을 어떻게 만드나요?

quest.radio-ads.name	라디오 광고
quest.radio-ads.desc	라디오의 정치 광고에 대한 도시 규칙에 영향을 미치세요.
quest.radio-ads.npc1	정확히. 라디오 광고를 상상해 보세요! 듣는 모든 사람에게 직접 도달할 수 있습니다! 영향력이 있다면, 당신을 참여시킬 수 있을 것이라고 확신합니다.
quest.radio-ads.human1	그래서 우리가 처음부터 참여할 수 있다는 말인가요?
quest.radio-ads.npc1	정확히. 라디오 광고를 상상해 보세요! 듣는 모든 사람에게 직접 도달할 수 있습니다! 영향력이 있다면, 당신을 참여시킬 수 있을 것이라고 확신합니다.
quest.radio-ads.human2	영향력을 얻겠습니다. 나머지가 일어나도록 확인하세요.
quest.radio-ads.c1	그래서 캠페인 중에 라디오 광고를 설정할 수 있습니다. 훌륭합니다.


quest.political-quests.introending	좋습니다. 이 도시를 운영할 때 친구들을 기억하세요.
quest.political-quests.beforechoice	정치적 권력이 증가한 것 같습니다. 우리 친구들이 당신을 위해 무엇을 할 수 있나요?
quest.political-quests.afterchoice	처리되었다고 생각하세요. 이것이 당신의 영향력을 높이는 데 도움이 되기를 바랍니다.

		;; politics "tutorial" quests

quest.politics.cancel	이 정치 사업. 제 진짜 관심사에 방해가 됩니다. 캠페인 행운을 빕니다.
quest.politics-starter.afterchoice	우리 캠페인은 당신의 지원과 도움에 가장 감사합니다.

quest.politics-starter.name	정치적 풍경
quest.politics-starter.desc	시청에서 이 지역을 대표하는 지역 정치인을 만나세요.
quest.politics-starter.beforechoice	뉴욕에 오신 것을 환영합니다! 마침내 만나게 되어 좋습니다. 실제로 이번 선거 캠페인에서 당신의 도움이 필요합니다. 제가 직접 쓰면 너무 많은 질문을 일으킬 자금이 있으니, 제 대신 쓰셔 주시면 매우 감사하겠습니다.
quest.politics-starter.c1	도울 수 있을 것 같습니다. 그 현금 봉투를 제 앞좌석에 놓고 무엇을 하기를 원하는지 말해주세요. 다가오는 캠페인 시즌에 당신을 지원하기를 원한다고 가정합니다.

quest.politics-starter-two.name	공식 지원
quest.politics-starter-two.desc	8월에 캠페인 시즌이 시작되기 전에, 새로운 정치적 동맹을 지원하러 가세요.
quest.politics-starter-two.beforechoice	더 구체적이고 재정적인 의미에서 지원을 받게 되어 기쁩니다. 캠페인에 오신 것을 환영합니다! 8월에 일이 시작되면, 돌아와서 캠페인에 도움이 될 일들에 대해 이야기할 수 있습니다.
quest.politics-starter-two.c1	글쎄, 도우러 왔습니다. 일이 정말 뜨거워지기 시작하면 봅시다. 그때를 위해 현금을 따로 보관하겠습니다.

quest.politics-starter-three.name	정치 이벤트
quest.politics-starter-three.desc	8월부터 시작되는 캠페인 시즌 동안 캠페인 이벤트를 운영하는 것에 대해 정치적 동맹과 이야기하세요.
quest.politics-starter-three.beforechoice	아. 감사합니다. 그것이 효과가 있었고 우리 캠페인의 예상 투표 점유율을 증가시켰습니다. 이제, 우리 점유율을 더, 음, 편안한 마진으로 만드는 데 도움을 요청할 수 있다면, 매우 친절할 것입니다. 물론 11월 선거일 전에요.
quest.politics-starter-three.c1	이해했습니다. 비슷한 이벤트 등으로 당신의 예상 투표를 더 편안하게 잘 수 있는 곳으로 만들 수 있을 것이라고 확신합니다.

quest.politics-starter-four.name	투표 모으기
quest.politics-starter-four.desc	11월 선거일에 캠페인이 끝나기 전에 정치적 동맹의 예상 투표 점유율을 높이세요.
quest.politics-starter-four.beforechoice	감사합니다. 이제 11월에 우리가 승리하도록 확실히 해 주실 수 있을까요? 우리 숫자는 지금 좋아 보이지만, 우리의 승리를 보장하기 위해 선거일까지 가끔 들러주시기 바랍니다. 우리가 이기면 반드시 도와드리겠습니다.
quest.politics-starter-four.c1	오, 그럴 것이라는 것을 알고 있습니다. 11월에 승리를 얻기 위해 숫자를 주시하겠습니다.

quest.politics-starter-five.name	선거 운동
quest.politics-starter-five.desc	지원하는 정치적 동맹이 11월 선거일에 승리하도록 보장하세요.
quest.politics-starter-five.beforechoice	승리 파티에 올 수 있기를 바랍니다! 샴페인이 멈추면, 도시에서 현재 제정되고 사용 가능한 <b>법률</b>을 확인하세요. 그러면 1월에 시의회가 만날 때 제 영향력을 사용해 하나 또는 둘을 제정하거나 폐지할 수 있을 것입니다.
quest.politics-starter-five.c1	승리를 축하합니다. 그 법률들을 확인하고 캠페인 동안 우리의 모든 도움에 대해 우리 조직에 어떻게 보답할 수 있는지 알려드리겠습니다.

quest.politics-starter-six.name	법적 노력
quest.politics-starter-six.desc	1월에 다음 시의회 세션 전에 현재 제정된 법률과 잠재적 법률을 검토하세요.
quest.politics-starter-six.beforechoice	그래서 법전에 있는 법률과 1월에 제정하거나 변경할 수 있는 몇 가지를 살펴본 것을 봅니다. 그때 축적된 영향력을 사용할 수 있습니다. 그리고 미래에 시의회에 동맹이 있을 때, 그들의 영향력도 추가되어 더 큰 변화를 만들 수 있을 것입니다.
quest.politics-starter-six.c1	그 소리가 마음에 듭니다. 1월에 법률을 검토하고 정치적 영향력으로 무엇을 하고 싶은지 선택하겠습니다.

		;; scheme text

		;; general use/repurposed scheme texts
chapter.schemes-general.decide.cancel	취소하다
chapter.schemes-general-weapons.decide.cancel.epilogue	"<i>{name}이 가져간 무기 중 일부를 돌려받습니다. "손상되지 않았거나 증거로 사용될 수 없는 무기들은 은신처로 돌려놓겠습니다</i>"
chapter.schemes-general-cash.decide.cancel.epilogue	"<i>{name}이 가지고 있던 현금의 일부를 돌려받습니다. "알겠습니다, 보스!"라는 순종적인 대답. "금세 당신의 금고로 돌아갈 것입니다.""</i>
chapter.schemes-general-nothing.decide.cancel.epilogue	"<i>{name}이 이 무모한 계획을 당장 중단하고 진짜 일로 돌아가게 하세요. "무엇이든 말씀만 하세요, 보스."</i>"
chapter.general.fail.epilogue	<i>{name}이 필요한 일을 하게 하고 다시는 이 일에 대해 말하지 맙시다. 그리하여 범죄와 악행의 이 추악한 이야기가 끝납니다.</i>
chapter.general.trait-fail	뭔가 수상한 일이 벌어지고 있다
chapter.general.trait-fail.epilogue	<i>{name}</i>이 지나치게 조심스러운 것일 수도 있지만, 이것에 대해 뭔가 썩은 냄새가 나서, 전체 일을 중단하기로 결정했습니다.
chapter.general.arrest.fail.epilogue	<i>{name}은 위험을 알고 있었습니다. 이제 감옥에서 반성할 시간을 갖게 될 것입니다.</i>

chapter.arrest.ic-end.fail	누군가가 "올바른" 일을 하고 경찰을 불렀습니다.
chapter.arrest.ic-end.fail	누군가가 "올바른" 일을 하고 경찰을 불렀습니다.
chapter.arrest.ic-end.fail	누군가가 "올바른" 일을 하고 경찰을 불렀습니다.
chapter.arrest.ic-end.fail	누군가가 "올바른" 일을 하고 경찰을 불렀습니다.
chapter.arrest.ic-end.fail	누군가가 "올바른" 일을 하고 경찰을 불렀습니다.
chapter.arrest-or-kill.fail	일이 나쁘게 돌아갔습니다, 보스. 매우 나쁘게.
chapter.arrest-or-kill.fail	일이 나쁘게 돌아갔습니다, 보스. 매우 나쁘게.
chapter.arrest-or-kill.fail	일이 나쁘게 돌아갔습니다, 보스. 매우 나쁘게.
chapter.justfail.ic-end.fail	글쎄, 그것은 성과가 없었습니다.
chapter.justfail.ic-end.fail	글쎄, 그것은 성과가 없었습니다.
chapter.justfail.ic-end.fail	글쎄, 그것은 성과가 없었습니다.
chapter.kill-crew.fail	이것에서 빠져나올 수 없을 것 같습니다, 보스.
chapter.kill-crew.fail	이것에서 빠져나올 수 없을 것 같습니다, 보스.
chapter.kill-crew.fail	이것에서 빠져나올 수 없을 것 같습니다, 보스.
chapter.kill-crew.fail	이것에서 빠져나올 수 없을 것 같습니다, 보스.
chapter.fail-general.ic-end.fail	알아요. 알아요. 우리가 원한 것이 아닙니다.
chapter.fail-general.ic-end.fail	알아요. 알아요. 우리가 원한 것이 아닙니다.
chapter.fail-general.ic-end.fail	알아요. 알아요. 우리가 원한 것이 아닙니다.


		;; specific schemes

		;; bank heist
scheme.bank-heist.title	은행 강도
scheme.bank-heist.desc	{name}이 도시의 금융 기관 중 하나에서 큰 점수를 작업하고 있습니다.
convo.scheme.bank-heist	여기 있는 은행 중 일부가 취약해 보이고 강도를 준비할 시간이라고 생각합니다. 몇 곳을 정찰하기 시작하고 목표 한두 개를 가져오세요. 적절하게 뿌릴 현금과 안전을 위한 리볼버가 있습니다. 곧 보고하세요.

chapter.find-banks.title	장소 답사
chapter.find-banks.ic-start	"알겠습니다 보스. 누가 현금을 단단히 잡고 있지 않은지 봅시다."
chapter.find-banks.oc-start	조직원 {name}이 근처 은행을 운전하며, 있을 수 있는 약점과 기회를 찾고 있습니다.
chapter.find-banks.oc-end.success	여러 은행의 왕래를 관찰하며 시간을 보낸 후, 당신의 집행자가 고려할 몇 가지 옵션을 생각해냈습니다.
chapter.find-banks.ic-end.success	"어떻게 생각하세요, 보스? 제가 보기에는, 여기서 할 수 있는 몇 가지가 있습니다. 당신의 결정입니다."
chapter.find-banks.decide.bank-take-over	그 은행은 우리 영역에 있습니다. 은행을 한 번 털 수 있습니다. 하지만 우리가 인수하면, 글쎄, 우리가 <b>바로</b> 은행입니다. 경영진에게 접근할 방법을 찾으세요.
chapter.find-banks.decide.inside-job	계획에 참여시킬 경비원이나 직원을 찾으세요. 내부 작업을 진행하세요.
chapter.find-banks.decide.bank-robbery	팀을 구성하세요. 감시자. 금고 따는 사람. 운전수. 우리가 들어가서 원하는 것을 가져갑니다.
chapter.find-banks.decide.inside-job2	"보스, 그 청사진은 어떻게 할 건가요? 제가 보기엔, 보스의 정치인 친구가 일하는 은행에 침입하는 데 사용할 수 있을 것 같습니다."
chapter.bank-take-over.title	좋은 은행이네요
chapter.bank-take-over.ic-start	"제가 답사하는 동안 이 은행에서 이상한 - 이상하다는 것은 불법적인 - 일들이 벌어지는 것을 봤다고 확신합니다. 기회를 감지합니다, 보스."
chapter.bank-take-over.oc-start	{name}이 우리가 유리하게 이용할 수 있는 은행 경영진의 약점을 찾기 위해 노력하고 있습니다.
chapter.bank-take-over.oc-end.success	은행 직원들이 일하고 있을 때와, 글쎄, 일하지 않을 때를 관찰하면서, 당신의 집행자는 꽤 유용할 수 있는 직원이 있다고 생각합니다.
chapter.bank-take-over.ic-end.success	적절한 액체 유인책이 주어진다면, 지식이 매우 가치 있을 수 있는 관리자가 있다고 생각합니다. 술을 주면 그들이 아는 것을 알아내겠습니다!
chapter.bank-take-over.oc-end.fail	{name}은 정말로 꽤 잘 몰래 다니고 있다고 생각했습니다. 처음부터 당국에 발각된 것으로 밝혀졌습니다.
chapter.bank-take-over.decide.talkative-executive	수제 술이 유용한 정보를 추출하는 데 도움이 될 것입니다.
chapter.bank-take-over.decide.drunken-accident	술을 보내고 새 친구와 폭음을 하며 무엇이 나오는지 보세요.
chapter.bank-take-over.fail.bribe	발각되었습니다 - 좋은 방법이 아닙니다. 연방 요원에게요. 하지만 요즘은 연방 요원도 매수될 수 있습니다.
chapter.bank-take-over.fail.lay-low	연방 요원들이 {name}이 하고 있는 일을 발견했습니다. 연방 요원들이 냄새를 잃을 때까지 잠시 도시를 떠나는 것이 최선일 것입니다.
chapter.bank-take-over.lay-low.epilogue	<i>{name}이 연방 요원들이 냄새를 잃을 때까지 도시 밖 어딘가에서 당신 조직의 이익을 돌보며 시간을 보내게 하세요.</i>
chapter.talkative-executive.title	진실 묘약
chapter.talkative-executive.ic-start	아시다시피, 저는 꽤 설득력이 있을 수 있습니다. 많은 술로, 이 은행에서 실제로 무슨 일이 일어나고 있는지 확실히 알아낼 수 있습니다.
chapter.talkative-executive.oc-start	{name}이 은행의 비밀 사업 거래를 폭로하기 위해 은행 관리자에게 술을 먹이고 있습니다.
chapter.talkative-executive.oc-end.success	{name}이 퇴근 후 은행 관리자 중 한 명과 술을 몇 잔 마셨습니다. 몇 모금 후, 관리자는 소유자와 그들의 가족에 의한 은행의 꽤 많은 불법 행위에 대해 이야기하기 시작했습니다.
chapter.talkative-executive.ic-end.success	이 주장되는 범죄를 조사하는 데 시간을 보내야 할까요? 여기서 좋은 구식 협박의 기회가 있을 수 있습니다.
chapter.talkative-executive.oc-end.fail	화장실에 간 사이에 우리 관리자 친구가 의심을 품고 경찰을 불렀던 것 같습니다.
chapter.talkative-executive.inprogress	{name}이 은행의 상급 관리자의 술 취한 헛소리가 정확한지 확인하고 있습니다.
chapter.talkative-executive.decide.follow-executive	그 술 취한 헛소리를 추적하고 그 중 어떤 것이 사실인지 확인하세요.
chapter.talkative-executive.decide.fail	글쎄, 다음엔 누구와 술을 마실지 더 조심해야 할 것입니다.
chapter.drunken-accident.title	사건
chapter.drunken-accident.ic-start	글쎄, 은행의 우리 친구는 정말 술을 감당할 수 없었습니다. 매우 드러나는 대화를 나눈 후, 집으로 가는 운전은 그에게 잘 끝나지 않았습니다.
chapter.drunken-accident.oc-start	{name}이 자동차 곤란에서 은행 관리자를 "돕고" 있습니다.
chapter.drunken-accident.oc-end.success	은행 관리자는 집에 운전해 갈 수 있다고 주장했습니다. 하지만 그는 기어를 혼동한 것 같습니다.
chapter.drunken-accident.ic-end.success	후진하는 대신, 벽으로 갔습니다. 세게. 꽤 웃겼습니다, 보스. 그는 차에 대해 꽤 당황하고 있습니다.
chapter.drunken-accident.oc-end.fail	우리 관리자 친구는 사고에 대해 당황했습니다. 그리고 우리 질문에도요. 당국에 알린 것 같습니다.
chapter.drunken-accident.decide.repair-favor-basic	걱정하지 말아야 합니다. 차를 고치는 비용을 지불하겠습니다. 다른 방법으로 갚을 수 있습니다.
chapter.drunken-accident.decide.repair-favor-metal	정비사가 금속을 가지고 와서 조용히 차체 작업을 하게 하겠습니다.
chapter.drunken-accident.decide.repair-favor-garage	우리에게 차고가 있습니다. 손상을 직접 처리하겠습니다.
chapter.drunken-accident.decide.fail	그리고 추측하건대, 그가 경찰을 불렀나요?
chapter.follow-executive.title	흥미로운 세부 사항
chapter.follow-executive.ic-start	이 은행의 소유자들은 자금으로 꽤 불법적인 사업을 지원해 왔습니다. 그들에게 새로운 파트너가 있다는 것을 알릴 때일까요?
chapter.follow-executive.oc-start	{name}이 은행 소유자들에게 새로운 파트너가 필요할 수 있다고 설득하는 작업을 하고 있습니다.
chapter.follow-executive.oc-end.success	그들은 당신을 두려워하거나 탐욕이 지배하고 있습니다. 어느 쪽이든, 이 은행으로 이동할 여지가 있는 것 같습니다.
chapter.follow-executive.ic-end.success	보스, 올바른 접근법으로 우리가 이 은행을 운영할 수 있다고 생각합니다. 어떻게 생각하세요?
chapter.follow-executive.decide.inside-job-crew	실제로 관리자의 지식을 사용해 보안을 우회하고 그냥 장소를 털어봅시다.
chapter.follow-executive.decide.gain-bank	소유자들에게 우리가 진지한 플레이어임을 보여주기 위해 현금이 있습니다.
chapter.follow-executive.decide.fail	경찰이 처음부터 이 일에 관여하고 있었고 이제 체포가 있었습니다.
chapter.repair-favor.ic-start	보스, 이 사람들은 자기 자신에게 대출을 쓰고 있습니다! 그들의 불법 활동을 드러내도록 압력을 가하면, 그들에게 새로운 파트너가 있다고 설득할 수 있을 것입니다.
chapter.repair-favor.oc-start	차량 수리를 도운 후, 새로운 관리자 친구가 은행이 자동차를 위해 많은 대출을 쓰고 있다고 말했습니다. 존재하지 않는 자동차를 위해. 우리는 그것을 이용해야 합니다.
chapter.repair-favor.oc-end.success	{name}이 우리의 새로운 은행가 친구들이 우리와 어떻게 일할지 설명하게 하세요.
chapter.repair-favor.ic-end.success	알겠습니다. 그들은 그 가짜 장부를 확실히 후회할 것입니다, 그렇죠?	
chapter.repair-favor.decide.get-vehicles	실제 차량을 가져가세요
chapter.repair-favor.decide.get-vehicles-epilogue	일이 평온해 보이게 하기 위해, 그들은 주차장에 트럭 무리를 가지고 있습니다. 우리는 그것들을 가져가고 공평하다고 부를 것입니다.
chapter.gain-bank.title	은행 차지
chapter.gain-bank.ic-start	우리가 그들에 대해 가진 흙을 알게 되면 꽤 빨리 접을 것입니다.
chapter.gain-bank.oc-start	은행 경영진에 대해 파헤친 타협적인 자료는 당신이 이제 은행을 운영하고 있다고 설득하기에 충분할 것입니다.
chapter.gain-bank.oc-end.success	축하합니다. 당신은 은행가입니다.
chapter.gain-bank.ic-end.success	어떤 사무실을 원하세요, 보스? 저는 제 것을 골랐습니다.
chapter.gain-bank.oc-end.fail	이 은행의 불법 활동의 일부 후원자들이 도시 밖 조직의 구성원이었던 것으로 밝혀졌습니다.
chapter.gain-bank.ic-end.fail	우리는 아마도 은행 소유자들을 좀 더 신중하게 조사했어야 했습니다.
chapter.gain-bank.decide.scheme-end	은행을 인수하세요. 
chapter.gain-bank.decide.epilogue	이제 호의의 대가로 새 은행에 현금 "예금"을 요구할 수 있습니다. 또한 도박꾼들은 이제 당신이 자체적인 공식 신용을 발행할 수 있기 때문에 게임 시설에서 더 빨리 빚에 빠질 것입니다.
chapter.gain-bank.decide.fail-traits	간발의 차이
chapter.gain-bank.decide.fail-traits.epilogue	그들은 은행에 대한 그들의 지배를 약화시키려는 당신의 노력을 친절하게 받아들이지 않았습니다. {name}이 몇 가지 유용한 특성을 가지고 있었기 때문에 탈출할 수 있었습니다. 간신히.
